	f_pHep_m_ConvR_1	f_pHep_m_ConvR_2	f_pHep_m_ConvR_3	f_pHep_f_ConvR_1	f_pHep_f_ConvR_2	f_pHep_f_ConvR_3	f_pHep_f_ConvR_1	f_pHep_f_GF_serum_2	f_pHep_f_GF_serum_3	f_pHep_f_GF_serum__GH_1	f_pHep_f_GF_serum_GH_2	f_pHep_f_GF_serum_GH_3	m_pHep_m_ConvR_1	m_pHep_m_ConvR_2	m_pHep_m_ConvR_3
ENSMUSG00000083872|Gm11928	0	0	1	0	0	0	2	0	0	1	1	0	1	1	0
ENSMUSG00000083873|Vmn1r-ps92	8	2	3	9	7	3	1	5	2	4	7	6	0	1	0
ENSMUSG00000083874|Gm7494	0	1	2	0	0	3	0	0	0	0	1	0	0	2	0
ENSMUSG00000083875|Gm13831	12	29	11	25	7	8	18	8	8	8	19	10	12	8	7
ENSMUSG00000083876|Gm11439	36	29	39	27	50	33	37	31	35	47	47	38	26	33	28
ENSMUSG00000083877|Gm14740	0	1	0	0	0	2	0	1	1	0	0	0	0	0	1
ENSMUSG00000083878|Gm12034	30	68	16	10	14	14	9	13	20	12	8	9	13	20	17
ENSMUSG00000083879|Gm14038	27	23	35	41	45	49	35	37	51	42	48	50	33	52	40
ENSMUSG00000083880|Hspe1-ps6	1	0	4	2	1	1	3	2	1	1	1	2	3	1	0
ENSMUSG00000083881|Gm12605	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0
ENSMUSG00000083882|Gm11369	0	0	2	0	0	0	2	1	1	1	0	0	0	0	0
ENSMUSG00000083883|Gm14941	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0
ENSMUSG00000083884|Gm15388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083885|Gm13213	3	0	5	2	1	2	5	1	6	1	5	6	1	5	4
ENSMUSG00000083886|Olfr409-ps1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000083887|Gm11930	1	0	0	1	1	0	0	1	0	1	2	1	0	1	1
ENSMUSG00000083888|Gm12441	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000083889|E530001F21Rik	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0
ENSMUSG00000083890|Gm15703	14	19	7	13	12	6	9	7	5	5	7	7	13	4	2
ENSMUSG00000083892|Gm1848	66	53	59	45	60	55	42	39	62	54	53	67	38	40	44
ENSMUSG00000083893|Gm13347	2	5	4	0	2	0	2	4	2	2	0	0	5	1	2
ENSMUSG00000083894|Gm11489	1	0	1	2	0	4	0	4	6	2	2	0	2	2	5
ENSMUSG00000083895|Gm12074	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000083896|Scgb2b23-ps	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083897|Gm14843	2	0	0	1	3	2	2	1	3	6	0	0	5	0	0
ENSMUSG00000083898|Gm7340	6	4	5	3	0	2	1	5	6	9	3	6	6	10	4
ENSMUSG00000083899|Gm12346	4933	4676	5786	6005	6371	6149	5515	5740	5479	6851	6419	7537	4610	5505	5249
ENSMUSG00000083900|Gm13294	13	12	16	3	3	8	7	11	9	22	7	8	7	7	3
ENSMUSG00000083901|Gm12885	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000083902|Gm15975	112	72	103	89	100	102	127	85	94	141	107	122	161	130	119
ENSMUSG00000083903|Gm5405	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0
ENSMUSG00000083904|Gm12805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083905|Gm15355	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0
ENSMUSG00000083906|Gm15186	25	29	23	33	46	20	24	13	19	56	30	23	21	13	20
ENSMUSG00000083907|Plk-ps1	0	0	0	0	0	1	3	2	0	0	0	0	0	2	1
ENSMUSG00000083908|Gm6447	0	1	0	0	2	0	0	0	1	1	0	1	0	1	0
ENSMUSG00000083909|Gm15842	35	47	35	53	47	33	58	30	41	40	46	38	33	34	30
ENSMUSG00000083910|Gm13604	1	2	2	4	0	0	1	1	2	1	2	0	0	0	1
ENSMUSG00000083911|Gm4342	23	45	10	6	15	14	18	18	13	10	21	22	7	15	7
ENSMUSG00000083912|Gm5391	4	0	3	0	1	1	0	2	2	4	5	1	5	1	5
ENSMUSG00000083913|Gm14219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083914|Rps18-ps1	2	10	3	7	11	2	9	7	8	7	7	13	4	5	3
ENSMUSG00000083915|Gm13932	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000083916|Gm15476	0	0	1	1	0	0	0	2	2	0	1	0	2	1	3
ENSMUSG00000083917|Gm12093	0	0	0	0	6	0	0	0	3	2	0	0	1	1	0
ENSMUSG00000083918|Gm14352	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000083919|Tpi-rs8	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000083920|Gm14987	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000083921|Gm15750	0	0	1	0	0	1	0	0	1	0	1	0	0	2	0
ENSMUSG00000083922|Gm3835	4	5	2	2	5	5	2	3	4	11	5	6	14	9	15
ENSMUSG00000083923|Gm649	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083924|Gm12304	2	0	1	2	4	1	4	3	2	3	2	7	1	3	0
ENSMUSG00000083925|Gm12012	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000083926|Gm14783	0	3	1	0	0	0	1	0	2	0	0	0	0	1	0
ENSMUSG00000083927|Gm14749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083928|Gm4991	3	1	0	0	1	1	0	0	0	1	1	0	5	1	1
ENSMUSG00000083929|Gm13301	1	0	3	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000083930|Gm13042	0	3	2	0	0	0	3	2	2	2	1	1	0	0	0
ENSMUSG00000083931|Gm14518	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000083932|Gm11438	0	0	0	2	0	0	0	0	1	0	0	0	0	0	3
ENSMUSG00000083933|Gm15515	0	0	0	0	0	0	0	0	0	1	0	1	0	0	4
ENSMUSG00000083934|Gm12368	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2
ENSMUSG00000083935|Gm12294	11	1	6	4	3	6	5	4	3	15	4	7	9	7	9
ENSMUSG00000083936|Gm14829	0	2	2	7	0	1	0	4	0	3	0	4	0	4	2
ENSMUSG00000083937|Cct3-ps1	9	7	0	6	1	1	9	3	5	4	3	5	3	9	5
ENSMUSG00000083938|Gm12448	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000083939|Gm14451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083940|Gm11298	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000083941|Gm12889	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000083942|Scgb1b26-ps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083943|Gm11483	1	5	1	2	0	0	1	1	5	2	2	3	2	2	3
ENSMUSG00000083944|Gm14733	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000083945|Gm15242	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ENSMUSG00000083946|Gm11359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083947|Olfr122	0	2	1	0	0	0	0	1	2	1	0	0	1	1	0
ENSMUSG00000083948|Gm7158	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
ENSMUSG00000083949|Gm12897	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1
ENSMUSG00000083950|Gm14466	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000083951|Gm13786	22	19	34	36	34	22	36	30	9	55	18	26	9	29	20
ENSMUSG00000083953|Gm14049	52	111	93	77	84	63	84	65	56	70	71	92	53	52	30
ENSMUSG00000083954|Gm12179	1	0	6	3	3	0	1	2	0	1	0	3	0	3	2
ENSMUSG00000083955|Gm14785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083956|Gm12361	1	1	0	0	2	2	0	0	2	0	0	0	0	0	0
ENSMUSG00000083957|Gm12742	0	0	1	0	5	2	0	1	1	0	1	0	4	1	2
ENSMUSG00000083958|Gm12601	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000083960|Gm4918	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000083961|Gm13725	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000083962|Gm15707	4	3	7	4	6	5	0	6	3	6	1	4	1	3	0
ENSMUSG00000083963|Gm15203	0	2	3	0	1	0	0	0	0	1	0	0	0	0	2
ENSMUSG00000083964|Gm14122	14	26	32	39	53	23	41	12	19	28	15	24	6	18	12
ENSMUSG00000083966|Gm13482	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
ENSMUSG00000083967|Gm15115	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000083969|Olfr1050-ps1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000083970|Gm15081	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000083971|Gm5943	4	2	0	0	1	5	0	1	2	1	2	1	5	5	1
ENSMUSG00000083972|Gm14802	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083973|Gm13459	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000083974|Gm16053	812	743	762	874	1005	803	786	630	719	893	769	977	997	1051	1098
ENSMUSG00000083975|Gm14215	3	3	1	5	2	1	1	3	1	2	2	3	0	1	2
ENSMUSG00000083976|Gm13664	2	0	1	0	0	2	4	4	1	3	4	2	2	5	2
ENSMUSG00000083977|Mageb8-ps	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0
ENSMUSG00000083978|Gm5060	0	0	0	0	0	0	4	0	2	0	0	0	0	0	2
ENSMUSG00000083979|Gm12527	10	21	25	19	22	33	14	17	24	24	19	22	10	16	19
ENSMUSG00000083981|Gm15363	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
ENSMUSG00000083982|Gm14650	4	5	1	0	0	2	1	0	1	0	4	3	4	4	2
ENSMUSG00000083983|Gm12375	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSMUSG00000083985|Gm12468	1	2	2	4	0	0	0	0	1	0	1	1	1	1	1
ENSMUSG00000083986|Gm12213	2	0	0	0	0	0	0	0	1	1	2	1	2	1	0
ENSMUSG00000083987|Gm15311	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000083988|Rps10-ps4	6	2	9	4	2	3	8	21	3	8	13	6	7	6	7
ENSMUSG00000083989|Gm12607	1	0	1	1	0	3	0	3	2	1	4	8	2	4	3
ENSMUSG00000083990|Gm12101	5	9	6	6	5	4	4	6	1	8	5	5	0	5	1
ENSMUSG00000083991|Gm11618	1	0	0	1	3	0	1	0	1	0	1	1	0	1	0
ENSMUSG00000083992|Gm11478	1976	2016	1874	1701	1989	2028	1736	1977	1715	1956	2014	2261	1541	1720	1749
ENSMUSG00000083993|Gm14398	8	1	0	0	0	1	1	0	2	0	1	1	2	2	1
ENSMUSG00000083994|Gm16465	13	0	4	1	0	0	0	3	4	2	1	7	1	2	1
ENSMUSG00000083995|Gm12808	2	2	1	1	2	0	2	5	1	1	1	0	3	5	1
ENSMUSG00000083996|Gm11649	1	2	0	1	0	0	3	0	1	4	1	2	1	0	1
ENSMUSG00000083997|Gm12920	1	2	1	0	5	4	1	1	3	2	1	8	1	5	2
ENSMUSG00000083998|Prdx2-rs3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000083999|Gm7790	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000084000|Gm14653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084001|Gm15113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084003|Gm15269	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000084004|Gm12047	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0
ENSMUSG00000084005|Gm13701	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0
ENSMUSG00000084006|Gm14245	3	0	2	1	1	1	0	2	3	0	1	3	2	1	0
ENSMUSG00000084007|Gm9003	0	0	1	1	0	0	2	1	0	0	0	3	0	0	0
ENSMUSG00000084009|Gm7590	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084010|Gm13302	0	1	4	1	0	0	0	0	0	0	2	0	0	0	3
ENSMUSG00000084011|Gm12969	0	0	0	0	0	0	1	3	0	1	2	4	0	1	1
ENSMUSG00000084012|Gm11956	2	1	0	2	0	1	1	1	1	0	1	0	0	0	1
ENSMUSG00000084013|Gm14270	622	520	642	663	739	854	629	795	636	765	821	846	660	767	726
ENSMUSG00000084014|Gm7209	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000084015|Gm14175	2	2	1	4	1	1	3	0	3	6	2	0	0	4	2
ENSMUSG00000084016|Olfr1096-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000084017|Rpl21-ps9	0	9	3	4	3	2	3	10	8	2	4	0	1	3	4
ENSMUSG00000084018|Gm11895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000084019|Gm8754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084020|Gm12282	54	62	60	50	57	68	62	74	63	80	48	49	34	32	33
ENSMUSG00000084021|Gm5832	4	7	4	0	1	0	3	2	1	1	1	2	1	2	1
ENSMUSG00000084022|Gm16459	0	0	2	0	1	1	0	0	0	1	0	0	0	0	2
ENSMUSG00000084024|Gm15937	79	66	88	70	95	65	96	75	77	120	98	100	69	91	72
ENSMUSG00000084025|Gm6276	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000084026|Gm11259	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000084027|Gm12376	0	0	1	0	0	2	0	1	0	0	3	0	0	1	2
ENSMUSG00000084028|Gm13983	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000084029|Gm8855	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
ENSMUSG00000084030|Gm16423	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
ENSMUSG00000084031|Gm7416	1	0	0	0	0	0	4	0	0	0	0	1	0	1	0
ENSMUSG00000084032|Gm12991	0	0	0	0	3	0	2	0	3	0	0	1	5	0	2
ENSMUSG00000084033|Gm7645	7	4	2	8	5	5	7	3	4	6	3	4	3	4	6
ENSMUSG00000084034|Gm12617	3	0	2	0	0	0	1	1	1	1	2	0	0	0	0
ENSMUSG00000084038|Gm11295	2	0	2	2	5	4	4	5	4	1	3	0	2	3	1
ENSMUSG00000084039|Gm14551	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
ENSMUSG00000084040|Gm14763	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000084041|Gm15312	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000084043|Gm13732	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000084044|Gm14647	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
ENSMUSG00000084045|Gm11997	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000084046|Gm11833	3	0	3	2	2	0	2	3	0	0	2	1	0	2	0
ENSMUSG00000084047|Gm14984	0	1	0	1	2	2	3	1	1	6	0	4	0	0	0
ENSMUSG00000084048|Gm12042	97	86	102	119	149	110	107	89	55	113	112	103	62	110	103
ENSMUSG00000084050|Gm14439	0	0	0	0	0	0	2	0	0	0	0	0	5	1	0
ENSMUSG00000084051|Gm15146	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084052|Gm11745	9	20	20	16	23	27	20	27	27	18	20	28	12	21	9
ENSMUSG00000084053|Gm14904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084054|Gm14945	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
ENSMUSG00000084055|Gm12004	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000084056|Rhox3b	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000084057|Gm8916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084058|Gm15263	0	5	2	2	2	1	2	4	1	2	1	4	2	2	4
ENSMUSG00000084059|Gm13046	0	3	0	0	0	0	0	2	0	1	1	1	0	0	0
ENSMUSG00000084060|Gm16412	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000084061|Gm4996	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084062|Gm14611	1	1	2	0	0	0	2	2	0	1	0	5	0	0	1
ENSMUSG00000084063|Gm5934	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSMUSG00000084064|Gm12079	2	3	3	4	2	4	0	5	6	10	0	4	1	1	4
ENSMUSG00000084065|Gm15159	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0
ENSMUSG00000084066|Xlr4d-ps	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000084067|Gm14269	194	224	274	246	278	311	244	279	262	260	285	348	225	250	254
ENSMUSG00000084068|Gm11573	0	0	5	0	0	0	0	3	2	1	0	1	0	3	0
ENSMUSG00000084069|Gm12306	0	0	2	0	0	0	3	3	0	0	4	3	1	0	0
ENSMUSG00000084070|Gm6591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084071|Gm13378	67	50	71	74	87	55	44	75	65	68	54	79	42	46	41
ENSMUSG00000084072|Gm11285	11	3	4	9	8	6	4	6	2	6	7	8	1	1	1
ENSMUSG00000084073|Gm11910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084074|Gm8310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000084075|Gm13382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084076|Gm14600	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
ENSMUSG00000084077|Gm11952	0	2	0	4	0	2	1	4	0	1	0	1	0	1	1
ENSMUSG00000084078|Olfr349-ps1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1
ENSMUSG00000084079|Gm11631	4	1	0	0	2	2	2	3	2	1	5	1	5	3	0
ENSMUSG00000084080|Gm15227	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084081|Gm12057	2380	1803	2332	2396	2699	2386	2246	2664	2232	2823	2854	3086	2180	2431	2254
ENSMUSG00000084082|Gm12872	1	0	1	0	2	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000084083|Gm15782	0	7	0	3	7	2	5	2	3	0	2	2	3	3	1
ENSMUSG00000084085|Gm16140	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0
ENSMUSG00000084086|Gm5761	0	0	1	0	2	0	0	0	2	0	2	1	7	0	0
ENSMUSG00000084087|Gm13650	19	26	41	22	33	31	15	47	12	25	30	25	18	22	24
ENSMUSG00000084088|Gm12941	2	1	4	1	3	1	4	0	2	3	5	4	3	2	1
ENSMUSG00000084089|Gm14099	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000084090|Gm11245	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084091|Gm11995	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084092|Gm5843	0	0	0	0	0	0	0	0	0	2	0	0	0	3	2
ENSMUSG00000084093|Gm16418	43	46	45	39	50	47	36	39	39	43	52	52	49	34	43
ENSMUSG00000084094|Gm13961	57	29	50	25	22	32	36	58	32	39	30	60	41	39	20
ENSMUSG00000084095|Gm11834	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000084096|Vmn1r-ps125	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000084097|Gm14922	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
ENSMUSG00000084098|Gm13422	18	33	18	23	27	19	20	14	32	18	11	23	24	19	14
ENSMUSG00000084099|Gm12929	9	18	14	12	13	19	6	15	17	20	10	13	10	13	17
ENSMUSG00000084101|Gm17014	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084102|Gm15437	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000084103|Gm14629	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000084104|Gm13578	36	40	23	27	22	25	27	25	26	42	34	34	21	30	28
ENSMUSG00000084105|Gm13252	38	30	28	32	28	31	38	39	20	46	40	22	26	28	29
ENSMUSG00000084106|Gm6136	4649	4010	5059	4483	5665	6046	4317	4704	4808	5478	5248	6236	4021	3988	4376
ENSMUSG00000084107|Gm13700	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0
ENSMUSG00000084108|Gm15794	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000084110|Gm4992	0	2	0	0	1	0	0	0	1	2	2	2	1	0	0
ENSMUSG00000084111|Gm15710	159	192	99	79	99	108	94	65	118	63	75	103	69	79	53
ENSMUSG00000084112|Gm15112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084113|Gm14277	86	126	131	131	125	115	112	135	147	166	151	149	125	102	117
ENSMUSG00000084114|Gm8421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084115|Gm13566	0	3	2	0	2	0	1	1	0	0	2	1	1	0	0
ENSMUSG00000084116|Gm12460	2	4	0	0	0	1	2	3	0	0	4	2	4	1	2
ENSMUSG00000084117|Olfr1063-ps1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
ENSMUSG00000084118|Gm14989	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000084119|Gm12351	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084120|Gm11624	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000084123|Gm13106	2	5	0	0	0	4	0	0	0	2	2	3	0	2	1
ENSMUSG00000084124|Gm13588	6	2	2	0	1	2	4	2	1	1	2	0	1	0	5
ENSMUSG00000084125|Gm8757	0	0	2	3	0	1	0	2	0	0	0	0	0	1	0
ENSMUSG00000084126|Gm15844	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000084127|Gm13169	3	6	5	10	13	7	7	3	7	5	5	10	3	9	6
ENSMUSG00000084128|Esrp2	3600	3283	3486	3283	4145	3698	3152	3493	2983	3888	3314	4102	2954	2940	2660
ENSMUSG00000084129|Hmgb1-ps1	3	0	4	1	3	2	4	1	0	0	0	0	0	3	2
ENSMUSG00000084130|Gm11704	0	0	0	0	1	1	0	0	0	3	1	1	0	0	0
ENSMUSG00000084131|Rpl3-ps2	86	147	41	30	42	47	67	45	63	39	35	52	54	57	35
ENSMUSG00000084132|Gm15982	14	11	22	18	24	11	25	8	9	17	13	7	15	10	7
ENSMUSG00000084133|Gm12856	1	0	5	0	1	0	0	0	1	6	1	2	0	0	1
ENSMUSG00000084134|Gm13930	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000084135|Pom121l12	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSMUSG00000084136|Vmn1r207-ps	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0
ENSMUSG00000084137|Gm9085	0	0	0	0	0	0	4	0	0	0	2	1	0	1	0
ENSMUSG00000084138|Gm14915	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000084139|Gm12322	2	2	0	0	2	0	3	5	2	2	2	0	1	1	0
ENSMUSG00000084140|Gm14000	2	5	1	0	5	10	6	6	0	3	3	4	3	3	6
ENSMUSG00000084141|Olfr1372-ps1	114	131	128	187	173	113	154	110	87	199	124	156	102	150	124
ENSMUSG00000084142|Gm9103	5	4	0	0	2	0	5	2	2	2	1	2	7	1	0
ENSMUSG00000084143|Gm13400	0	0	1	1	2	5	0	0	1	1	0	0	0	2	1
ENSMUSG00000084144|Gm12516	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000084145|Gm12263	323	337	326	288	375	376	320	387	351	358	389	433	268	309	310
ENSMUSG00000084146|Gm12104	3	2	1	3	3	5	3	6	2	6	3	4	1	3	0
ENSMUSG00000084147|Gm15075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084148|Gm12380	11	8	5	14	7	17	2	11	11	9	5	9	3	15	4
ENSMUSG00000084149|Gm12944	1	0	0	1	2	4	3	1	0	0	1	3	4	2	0
ENSMUSG00000084150|Gm14395	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000084151|Gm11577	2	0	0	3	2	2	3	1	1	1	0	1	3	4	2
ENSMUSG00000084152|Gm11617	2	0	0	0	3	0	1	0	4	0	1	1	0	1	0
ENSMUSG00000084153|Gm12186	20	19	16	20	41	9	17	13	23	6	8	28	19	19	17
ENSMUSG00000084154|Gm15644	334	281	328	310	280	298	281	341	239	404	305	366	270	291	306
ENSMUSG00000084155|Gm7113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084156|Gm14734	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084157|Gm15576	0	1	0	0	0	0	0	1	3	0	0	0	0	5	0
ENSMUSG00000084158|Gm14652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084159|Gm12696	675	615	625	693	767	734	616	674	584	765	738	856	465	514	555
ENSMUSG00000084160|Gm13345	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084161|Gm15061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084162|Gm11251	0	0	4	0	0	0	0	1	1	0	0	2	0	0	0
ENSMUSG00000084163|Gm11901	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0
ENSMUSG00000084164|Gm13902	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000084166|Gm6451	129	109	98	111	125	136	118	139	100	127	124	137	102	118	150
ENSMUSG00000084167|Gm13924	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084168|Atp5l2	16	18	15	7	11	8	11	6	7	11	13	11	12	14	12
ENSMUSG00000084169|Gm12240	0	6	1	2	1	3	5	6	0	2	1	0	4	1	2
ENSMUSG00000084170|Gm11954	5	5	4	3	2	3	1	8	2	6	3	6	5	5	1
ENSMUSG00000084171|Gm13457	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000084172|Gm16420	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000084173|Gm5287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000084174|Sycn	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0
