Gene_name	Exon_length	Sample_CTR1_WAT_ZT02	Sample_CTR1_WAT_ZT06	Sample_CTR1_WAT_ZT10	Sample_CTR1_WAT_ZT14	Sample_CTR1_WAT_ZT18	Sample_CTR1_WAT_ZT22	Sample_CTR2_WAT_ZT02	Sample_CTR2_WAT_ZT06	Sample_CTR2_WAT_ZT10	Sample_CTR2_WAT_ZT14	Sample_CTR2_WAT_ZT18	Sample_CTR2_WAT_ZT22	Sample_GFM1_WAT_ZT06	Sample_GFM1_WAT_ZT10	Sample_GFM1_WAT_ZT22	Sample_GFM2_WAT_ZT02	Sample_GFM2_WAT_ZT06	Sample_GFM2_WAT_ZT10	Sample_GFM2_WAT_ZT14	Sample_GFM2_WAT_ZT18	Sample_GFM2_WAT_ZT22
ENSMUSG00000081650|Gm16181	1088	14	30	15	24	17	13	14	32	28	11	13	22	26	28	29	27	44	30	14	35	54
ENSMUSG00000081651|Gm15530	555	70	81	88	65	58	51	59	60	71	51	51	71	67	70	45	37	57	77	30	57	69
ENSMUSG00000081652|Gm14283	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081653|Gm11354	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081654|Gm5383	617	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000081656|Gm11246	345	11	5	4	0	3	2	5	2	8	5	1	5	14	10	3	2	4	5	5	3	15
ENSMUSG00000081657|Gm15466	333	107	101	72	84	46	71	107	82	122	63	73	115	115	110	98	108	108	106	62	121	132
ENSMUSG00000081658|Gm12077	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081659|Gm14917	2105	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081660|Gm11787	1050	5	14	11	9	9	13	11	9	22	4	8	28	18	17	13	7	10	16	14	18	21
ENSMUSG00000081661|Gm14450	240	7	8	7	2	2	5	3	3	1	1	3	8	11	3	6	7	8	1	2	9	23
ENSMUSG00000081662|Gm14098	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081663|Gm11207	414	0	2	0	0	1	1	0	1	2	0	0	0	0	1	1	2	0	1	0	3	1
ENSMUSG00000081664|Gm15544	1531	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
ENSMUSG00000081665|Gm15922	2043	12	16	13	11	11	15	8	11	19	8	8	14	14	21	9	20	8	8	6	14	22
ENSMUSG00000081666|Gm11677	977	0	4	0	0	1	1	1	0	1	1	3	0	0	1	0	2	4	3	0	2	3
ENSMUSG00000081667|Gm12883	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081668|Gm7869	2577	1	6	2	1	1	0	3	0	0	0	0	3	1	4	1	1	3	4	0	2	6
ENSMUSG00000081669|Npm3-ps1	528	25	20	16	17	12	8	13	14	13	19	15	9	45	17	14	18	16	11	12	16	27
ENSMUSG00000081670|Gm15697	2902	17	15	14	16	11	13	18	17	19	6	10	9	16	22	24	15	18	11	11	7	8
ENSMUSG00000081671|Gm13167	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000081672|Gm13000	496	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	1	0
ENSMUSG00000081673|Gm14794	192	1	4	2	2	2	2	5	4	3	2	2	3	4	4	2	3	8	4	3	8	13
ENSMUSG00000081674|Gm6184	1261	2	1	2	2	0	0	3	0	3	2	2	1	1	4	1	4	2	1	0	1	2
ENSMUSG00000081675|Gm12712	801	14	13	13	8	11	7	11	8	14	12	8	21	18	17	14	15	13	19	11	15	34
ENSMUSG00000081676|Gm11643	864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000081677|Mdk-ps1	321	2	1	1	0	0	0	0	2	0	1	0	1	0	1	0	0	2	2	1	3	0
ENSMUSG00000081678|Gm12959	403	1	0	0	0	0	0	3	0	0	0	0	0	2	1	0	0	0	2	1	1	1
ENSMUSG00000081679|Gm11874	130	1	6	2	0	5	5	4	5	3	4	5	4	3	1	2	1	4	5	3	4	5
ENSMUSG00000081680|Gm14473	557	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000081681|Gm14868	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081683|Fzd10	2988	14	21	17	9	5	11	24	22	14	14	17	18	8	12	42	19	32	14	9	11	23
ENSMUSG00000081684|Rps2-ps13	933	8	5	3	7	4	1	3	3	3	1	1	4	7	5	4	5	3	2	2	3	6
ENSMUSG00000081685|Gm12647	265	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081686|Gm11774	293	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000081687|Gm13996	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081688|Gm12499	546	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081689|Gm9166	561	0	8	0	0	1	1	0	1	1	0	1	3	3	0	0	0	2	4	0	0	0
ENSMUSG00000081690|Gm12317	319	0	0	3	0	0	1	0	1	3	0	0	0	1	1	1	2	0	3	0	0	2
ENSMUSG00000081691|Gm11965	277	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
ENSMUSG00000081692|Gm15971	211	72	63	63	56	55	40	81	60	72	37	68	56	53	65	58	40	36	63	40	63	92
ENSMUSG00000081693|Gm13297	886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081694|Olfr660-ps1	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081695|Rpsa-ps5	885	1	0	1	1	0	1	1	0	0	1	0	0	3	5	2	1	0	1	1	0	2
ENSMUSG00000081696|Gm12717	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081697|Gm14714	439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081698|Gm12329	1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081699|Gm15213	216	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081700|Gm14337	210	10	8	3	6	6	8	5	5	1	5	5	6	18	22	8	5	11	5	5	10	20
ENSMUSG00000081701|Gm13890	390	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081703|Gm6285	498	9	17	6	6	10	10	11	11	12	14	15	14	25	29	12	24	23	23	8	24	26
ENSMUSG00000081704|Gm14603	448	3	0	1	1	0	0	0	2	0	0	0	0	5	4	0	1	1	0	0	1	0
ENSMUSG00000081705|Gm12582	697	3	6	3	0	1	5	3	3	4	0	0	3	3	5	4	3	1	0	0	4	5
ENSMUSG00000081706|Gm7927	880	1	8	1	3	2	4	3	2	3	3	3	10	12	4	5	1	3	6	3	1	9
ENSMUSG00000081707|Gm11343	599	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
ENSMUSG00000081709|Gm15022	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081711|Gm11785	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081712|Gm12096	829	6	7	5	6	2	7	8	9	3	2	7	7	13	21	8	5	10	11	9	14	15
ENSMUSG00000081713|Gm12170	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081714|Gm12782	727	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081715|Rps11-ps3	486	14	13	8	4	4	7	9	2	11	4	4	9	22	13	8	6	7	6	10	6	27
ENSMUSG00000081716|Gm14839	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081717|Vmn1r-ps106	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000081718|Gm8261	1208	33	20	14	13	11	19	16	8	17	15	22	21	25	28	21	10	11	20	13	23	32
ENSMUSG00000081719|Gm13726	794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081720|Gm12391	282	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
ENSMUSG00000081721|Gm13882	1002	2	2	1	1	0	0	2	3	0	1	0	0	0	2	1	3	0	1	0	1	4
ENSMUSG00000081722|Gm11763	312	1	2	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	3
ENSMUSG00000081723|Gm15931	1852	43	72	41	59	26	49	53	52	69	22	30	54	57	87	57	139	72	77	33	58	114
ENSMUSG00000081724|Olfr129	1415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081728|Gm14930	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081729|Hspa9-ps1	1933	60	78	43	49	32	49	35	40	51	31	34	62	128	128	62	50	70	60	62	115	200
ENSMUSG00000081730|Gm13785	690	49	41	42	33	30	39	34	33	55	36	37	34	31	37	39	37	32	41	15	32	28
ENSMUSG00000081731|Gm14078	485	8	4	1	1	5	3	6	3	4	2	2	8	12	2	1	4	0	4	4	5	7
ENSMUSG00000081732|Gm15495	1312	16	18	17	18	14	10	21	24	29	10	11	24	23	25	13	17	18	29	19	28	21
ENSMUSG00000081733|Gm12852	719	54	61	36	37	46	29	52	39	68	52	46	51	47	60	51	44	66	44	30	42	75
ENSMUSG00000081734|Gm12740	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081735|Gm14530	333	0	2	0	0	1	0	0	0	2	0	0	2	2	1	0	3	0	0	1	1	1
ENSMUSG00000081736|Gm14971	663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081737|Olfr359-ps1	944	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081738|Hmgb1-ps2	636	1	2	4	1	2	0	1	0	1	1	1	1	4	1	1	0	0	1	2	3	1
ENSMUSG00000081739|Mdm4-ps	6514	37	61	42	24	37	28	36	37	51	26	26	45	66	48	50	26	52	60	31	37	70
ENSMUSG00000081740|Gm14279	333	23	33	16	17	13	15	31	18	18	23	15	30	41	22	21	24	26	21	22	29	39
ENSMUSG00000081741|Gm14106	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081742|Gm9051	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000081743|Gm4911	1023	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000081744|Gm5721	1696	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000081745|Gm15549	622	50	46	34	32	30	36	43	42	55	31	43	46	41	49	35	29	35	42	33	43	62
ENSMUSG00000081746|Gm13925	243	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000081747|Rpl7a-ps9	777	0	2	0	2	1	0	0	0	0	1	1	1	2	2	1	0	2	0	0	0	1
ENSMUSG00000081748|Gm14870	156	1	4	2	0	4	5	1	4	9	1	1	3	4	3	5	2	7	3	6	2	2
ENSMUSG00000081749|Gm12241	726	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000081750|Gm4995	432	8	5	3	1	2	3	1	8	1	0	3	4	4	3	3	4	3	0	3	3	8
ENSMUSG00000081751|Gm14251	279	22	18	16	13	13	6	15	12	16	15	12	8	23	20	16	23	12	15	8	17	20
ENSMUSG00000081752|Gm14680	1592	34	36	27	42	17	19	38	23	22	29	18	30	27	41	26	44	47	23	14	34	60
ENSMUSG00000081755|Gm12574	630	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000081756|Gm12291	311	0	1	3	1	0	0	1	0	2	0	0	1	1	1	0	0	0	0	0	1	0
ENSMUSG00000081757|Gm13798	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000081758|Gm11460	361	11	8	7	10	3	7	12	9	9	4	9	12	14	12	6	9	11	13	16	12	21
ENSMUSG00000081761|Gm6298	976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081762|Gm13738	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081763|Gm9435	877	4	6	1	2	2	3	7	1	3	1	3	5	14	3	8	2	6	4	7	9	11
ENSMUSG00000081765|Gm14677	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081766|2210409E12Rik	368	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081767|Gm12067	1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081768|Gm12755	289	1	1	0	0	0	0	1	1	1	0	0	3	2	1	2	1	2	0	2	4	2
ENSMUSG00000081769|Gm12216	2647	124	177	131	119	82	126	111	156	171	105	76	151	122	176	103	160	132	236	113	171	209
ENSMUSG00000081770|Rbpsuh-ps1	1006	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000081771|Gm15381	1156	58	42	25	44	24	28	60	27	23	19	17	34	76	22	27	36	38	48	47	56	37
ENSMUSG00000081772|Gm13131	321	114	199	74	76	75	73	69	119	98	59	92	159	253	226	107	109	148	151	104	178	453
ENSMUSG00000081773|Gm8302	852	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000081774|Gm13866	968	0	0	2	0	0	0	0	0	1	0	0	3	0	0	1	2	1	1	0	0	0
ENSMUSG00000081775|Gm12420	1048	1	3	2	4	3	3	3	0	3	0	2	2	7	2	3	7	2	8	2	4	11
ENSMUSG00000081777|Gm14159	451	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081778|Gm6325	3114	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000081779|Gm5126	1308	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081781|Gm14753	246	7	9	3	2	4	4	5	3	8	5	1	8	14	4	10	10	6	10	8	9	11
ENSMUSG00000081782|Gm15152	394	0	1	2	1	1	0	2	0	0	0	0	0	1	0	1	1	0	0	2	0	1
ENSMUSG00000081783|Gm15599	775	7	4	5	3	3	3	3	1	5	1	1	2	3	5	4	3	4	1	2	5	6
ENSMUSG00000081784|Gm13281	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081786|Gm11897	828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081787|Gm13991	648	58	57	49	29	20	28	34	29	41	34	26	46	52	56	38	42	33	53	27	52	67
ENSMUSG00000081788|Gm5898	2071	116	102	86	59	46	70	75	69	107	47	59	110	143	140	66	75	87	94	72	86	151
ENSMUSG00000081789|Gm11893	491	18	31	12	7	14	14	16	20	18	7	17	25	31	22	26	14	18	24	13	19	40
ENSMUSG00000081791|Gm12190	187	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000081792|Anp32b-ps1	759	7	17	14	8	7	4	5	11	17	9	4	13	10	21	7	6	12	6	4	9	8
ENSMUSG00000081793|5730416F02Rik	812	2	2	1	0	4	1	1	1	2	1	1	0	1	3	1	3	2	0	0	4	2
ENSMUSG00000081796|Gm9005	607	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081797|Gm8662	574	5	12	4	5	6	2	5	6	11	3	1	9	13	8	4	3	7	7	6	12	16
ENSMUSG00000081798|Gm8152	637	0	0	0	0	0	0	0	2	1	0	1	0	1	1	3	0	3	0	0	0	0
ENSMUSG00000081799|Gm14071	509	0	0	0	0	1	1	2	2	3	1	0	0	4	0	1	0	0	1	0	0	3
ENSMUSG00000081800|Gm14200	192	11	11	4	2	8	5	3	2	8	4	5	10	18	9	6	8	6	10	5	8	22
ENSMUSG00000081801|Dnmt3l-ps1	1253	1	1	0	0	1	0	1	1	1	0	0	2	0	1	0	2	2	2	0	0	1
ENSMUSG00000081803|Gm15282	300	0	1	0	1	0	0	3	1	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000081804|Xlr5d-ps	782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081805|Gm14335	810	168	116	122	98	71	78	142	94	125	103	85	103	129	115	105	95	116	116	83	177	217
ENSMUSG00000081806|Gm14901	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000081807|Gm14849	2846	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081809|Gm15539	566	37	16	31	24	18	31	30	31	51	25	30	32	24	20	32	19	24	34	26	21	36
ENSMUSG00000081810|Gm11878	400	41	33	23	21	17	24	37	22	38	21	25	43	55	40	24	34	41	38	32	48	50
ENSMUSG00000081811|Gm12713	764	22	14	16	18	14	12	22	19	25	14	12	14	15	19	12	10	13	29	10	18	18
ENSMUSG00000081812|Gm4789	1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081813|Gm12806	268	3	1	0	0	0	1	5	0	1	1	0	2	0	0	2	0	3	0	0	0	0
ENSMUSG00000081814|Gm14695	282	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081816|Gm15528	864	39	25	21	22	22	15	27	23	26	22	15	28	39	28	33	26	31	37	26	26	49
ENSMUSG00000081817|Gm13590	1588	0	1	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1
ENSMUSG00000081818|Gm12652	338	21	14	15	10	10	8	17	22	21	8	11	18	14	28	13	15	19	16	4	13	25
ENSMUSG00000081819|Gm12722	493	5	3	4	2	3	6	3	3	3	6	2	4	7	1	7	4	4	5	2	4	7
ENSMUSG00000081820|Gm12029	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081821|Gm15158	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081822|Gm15626	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000081823|Cyp4a28-ps	1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000081824|BC002163	503	215	251	187	163	121	181	207	236	278	155	199	224	306	373	248	249	318	275	224	273	444
ENSMUSG00000081827|Gm15103	871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081828|Gm11420	402	1	4	3	0	0	5	3	4	6	3	3	8	2	2	4	2	2	2	1	4	10
ENSMUSG00000081829|Gm15460	391	44	48	41	31	25	35	47	45	44	22	34	39	37	41	38	39	48	42	27	44	46
ENSMUSG00000081830|Gm13475	234	0	1	0	0	0	0	0	1	0	0	0	2	0	2	1	0	0	0	0	0	0
ENSMUSG00000081831|Gm7405	1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081832|Gm6897	138	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081833|Gm13669	457	8	8	10	7	8	8	8	3	7	9	4	21	13	5	9	10	10	7	12	11	21
ENSMUSG00000081834|Gm13770	305	0	2	1	0	0	0	0	3	1	1	1	3	0	1	1	1	1	3	3	1	1
ENSMUSG00000081835|Gm11790	455	2	1	0	2	2	0	2	0	1	3	0	1	1	0	1	1	1	1	0	2	0
ENSMUSG00000081836|Olfr1192-ps1	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081837|Gm14649	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081838|Gm13038	459	5	3	3	6	3	1	5	2	12	6	0	6	8	6	6	2	3	9	1	4	11
ENSMUSG00000081839|Gm13454	483	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000081840|Gm15220	379	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
ENSMUSG00000081841|Gm13444	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081842|Rap1a-ps2	559	0	0	3	1	1	0	1	0	1	0	0	0	4	0	0	0	3	1	0	1	1
ENSMUSG00000081843|Gm7851	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081844|Gm11241	896	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081845|Prkaca-ps1	919	5	8	6	4	4	1	4	3	3	1	6	6	6	10	9	4	3	5	5	11	16
ENSMUSG00000081847|Gm12142	485	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081848|Gm14925	438	4	3	2	4	6	0	3	1	6	5	5	6	14	8	1	1	10	4	6	6	7
ENSMUSG00000081849|Gm15847	1636	5	3	5	16	3	2	3	9	6	0	2	12	8	8	3	12	4	12	4	8	3
ENSMUSG00000081850|Gm15667	782	30	21	26	21	25	24	35	30	32	20	24	30	43	27	23	29	26	33	25	23	41
ENSMUSG00000081851|Gm13323	1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081852|Gm12281	298	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0
ENSMUSG00000081853|Gm13735	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000081854|Gm11447	858	2	4	3	1	2	2	1	1	2	6	4	2	3	4	0	0	2	3	4	1	4
ENSMUSG00000081855|Rpl17-ps5	627	43	60	29	25	15	30	36	35	44	26	24	46	61	62	59	30	49	33	24	42	70
ENSMUSG00000081856|Gm14580	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081857|Gm13624	462	9	7	5	10	2	11	5	5	7	3	4	3	11	12	6	8	8	6	4	13	11
ENSMUSG00000081858|Gm14514	940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081859|Olfr650-ps1	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081860|Gm11533	477	4	2	1	0	1	1	3	1	1	0	3	0	1	1	1	0	0	1	0	2	1
ENSMUSG00000081861|Gm14441	540	3	2	1	0	0	0	1	1	1	1	2	4	1	1	1	0	1	2	3	1	1
ENSMUSG00000081862|Gm12413	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081863|Gm12780	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081864|Olfr405-ps1	1571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081865|Gm15484	828	12	22	15	18	4	14	12	16	22	10	7	19	44	23	17	13	24	24	12	21	60
ENSMUSG00000081866|Gm12401	228	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0
ENSMUSG00000081868|Gm12039	180	0	0	0	2	1	0	0	0	1	0	0	2	0	1	2	0	1	0	3	1	1
ENSMUSG00000081869|Gm15002	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081870|Gm15141	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081871|Gm11488	863	14	11	15	12	9	16	21	17	18	6	16	28	28	23	15	12	26	19	20	28	19
ENSMUSG00000081872|Gm15572	593	16	8	8	10	14	10	13	7	15	5	5	10	8	14	9	6	12	14	7	17	18
ENSMUSG00000081873|Gm15197	478	22	17	23	25	14	15	20	20	14	14	19	22	13	16	9	12	17	31	16	24	26
ENSMUSG00000081874|Gm14983	323	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000081875|Gm15223	826	2	4	5	1	2	1	0	3	1	0	2	5	2	5	2	3	2	3	4	2	1
ENSMUSG00000081876|Gm12644	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081877|Gm8858	342	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	1	3
ENSMUSG00000081878|Gm13739	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081879|Gm11933	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081880|Gm5385	1559	10	14	13	13	5	7	8	9	8	9	16	19	20	12	8	15	3	20	16	22	35
ENSMUSG00000081881|Gm14752	2075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081882|Gm14294	751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081883|Gm15574	405	1	3	1	0	2	0	1	1	3	0	1	0	1	0	0	2	4	1	2	2	1
ENSMUSG00000081884|Gm11821	979	5	9	5	6	6	3	9	2	4	5	3	9	12	8	5	1	5	8	4	2	5
ENSMUSG00000081885|Gm13231	2850	3	6	1	2	4	7	5	1	4	2	5	3	7	6	5	8	5	5	2	7	9
ENSMUSG00000081886|Gm6175	400	0	0	0	0	0	1	0	0	0	0	2	0	3	4	3	1	3	1	0	0	3
ENSMUSG00000081887|Gm12097	1414	220	192	163	167	156	120	175	203	209	140	145	176	208	219	216	186	224	209	195	232	310
ENSMUSG00000081888|Gm14045	682	23	23	23	9	14	16	14	8	10	12	5	16	30	27	10	13	18	18	11	16	26
ENSMUSG00000081889|Gm13188	564	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
ENSMUSG00000081890|Gm11243	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000081891|Gm14660	575	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081892|Gm8864	1092	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2
