	Cry_KO_Exon_ZT_02_1	Cry_KO_Exon_ZT_06_1	Cry_KO_Exon_ZT_10_1	Cry_KO_Exon_ZT_14_1	Cry_KO_Exon_ZT_18_1	Cry_KO_Exon_ZT_22_1	Cry_KO_Exon_ZT_02_2	Cry_KO_Exon_ZT_06_2	Cry_KO_Exon_ZT_10_2	Cry_KO_Exon_ZT_14_2	Cry_KO_Exon_ZT_18_2	Cry_KO_Exon_ZT_22_2
ENSMUSG00000080899|Gm9109	1	0	0	1	0	2	0	0	0	1	3	0
ENSMUSG00000080902|Gm11226	22	19	12	12	16	19	14	13	9	10	16	14
ENSMUSG00000080904|Gm11966	74	72	91	55	57	67	58	51	47	73	77	63
ENSMUSG00000080907|4930455H04Rik	8	6	2	8	8	8	2	9	1	7	9	1
ENSMUSG00000080914|Gm7129	0	0	0	0	1	1	0	1	0	2	0	0
ENSMUSG00000080916|Gm12463	1	4	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000080918|Gm12202	1	0	2	1	1	1	1	1	1	0	1	0
ENSMUSG00000080921|Rpl38-ps2	360	280	350	461	400	319	316	315	353	299	339	413
ENSMUSG00000080928|Hmgb1-ps6	15	17	21	26	19	8	14	22	13	26	18	22
ENSMUSG00000080929|Gm12891	4	2	8	0	3	3	2	2	1	2	1	4
ENSMUSG00000080932|Gm10224	50	42	55	77	120	77	65	64	46	56	64	97
ENSMUSG00000080935|Got2-ps1	327	310	251	262	379	298	297	260	272	302	318	314
ENSMUSG00000080937|Gm13510	8	6	7	9	6	3	7	9	9	7	5	8
ENSMUSG00000080941|Gm16056	15	19	9	4	25	16	5	9	19	9	29	14
ENSMUSG00000080942|Gm14556	6	3	4	3	18	5	6	10	6	12	12	9
ENSMUSG00000080944|Gm12967	1	4	3	8	1	4	3	5	3	7	2	0
ENSMUSG00000080946|Gm12985	10	10	13	9	18	4	7	9	13	22	4	5
ENSMUSG00000080950|Gm7278	12	14	13	19	14	22	5	7	11	17	16	30
ENSMUSG00000080951|Gm12208	97	75	60	74	71	75	80	61	87	92	70	63
ENSMUSG00000080957|Gm15739	46	54	43	32	50	36	65	36	47	45	34	35
ENSMUSG00000080958|Gm11902	6	5	3	1	7	5	2	9	2	3	1	6
ENSMUSG00000080961|Gm11798	1	1	1	0	1	0	0	4	1	1	1	3
ENSMUSG00000080962|Gm11453	3	0	0	2	1	1	0	0	0	1	2	2
ENSMUSG00000080965|Gm6461	0	0	0	0	0	1	1	2	0	0	2	0
ENSMUSG00000080966|Gm6263	31	33	40	18	34	28	22	16	21	20	21	34
ENSMUSG00000080968|Gm1862	17	21	18	24	25	15	20	10	16	15	31	29
ENSMUSG00000080969|Gm12372	7	11	7	6	8	6	9	9	5	7	11	8
ENSMUSG00000080971|Gm16128	72	80	71	83	56	64	45	64	65	69	50	60
ENSMUSG00000080972|Gm16061	22	11	26	10	16	14	14	23	17	11	16	13
ENSMUSG00000080974|Gm9009	9	1	6	9	10	10	2	4	3	5	7	14
ENSMUSG00000080977|Gm13772	68	78	63	67	151	96	66	51	52	64	109	117
ENSMUSG00000080979|Gm13675	12	3	8	16	9	14	7	16	6	4	6	9
ENSMUSG00000080981|Gm12161	15	19	10	14	10	9	11	26	15	11	9	11
ENSMUSG00000080982|Gm13549	19	24	15	29	57	34	18	16	18	18	32	40
ENSMUSG00000080989|Gm14048	43	60	41	27	49	40	35	26	44	44	52	55
ENSMUSG00000080992|Psmb5-ps	0	1	6	1	3	3	2	1	2	1	1	4
ENSMUSG00000080994|Gm13464	3	4	1	1	6	2	5	2	3	2	0	3
ENSMUSG00000080996|Gm4986	0	0	3	3	2	2	0	2	1	2	1	0
ENSMUSG00000080998|Gm5384	0	0	0	1	0	1	0	0	1	1	2	1
ENSMUSG00000080999|Gm11336	1	0	0	1	2	1	2	1	1	0	0	0
ENSMUSG00000081002|Gm14240	0	0	0	0	1	0	0	0	1	0	1	0
ENSMUSG00000081003|Gm14301	1	0	0	1	2	0	0	0	0	1	0	1
ENSMUSG00000081004|Gm9157	7	3	0	2	1	1	0	3	2	1	2	1
ENSMUSG00000081005|Gm13198	13	13	12	10	16	8	5	10	8	14	8	11
ENSMUSG00000081010|Gm13880	3	3	8	4	8	9	7	5	3	9	3	6
ENSMUSG00000081013|Gm14497	1	2	1	2	2	2	0	1	1	0	0	0
ENSMUSG00000081021|Gm11964	125	147	113	105	157	116	71	89	122	129	131	117
ENSMUSG00000081022|Gm15936	0	1	3	2	3	2	1	1	2	4	2	1
ENSMUSG00000081023|Gm15766	5	4	4	3	7	9	6	12	6	1	10	11
ENSMUSG00000081026|Gm11855	3	2	2	6	3	8	3	3	2	1	2	4
ENSMUSG00000081030|Gm12704	1	1	0	1	0	0	1	1	1	2	1	2
ENSMUSG00000081041|Nlk-ps1	1	1	0	2	1	0	0	1	1	2	0	3
ENSMUSG00000081042|Psmb7-ps2	3	6	3	0	1	4	4	0	1	6	3	4
ENSMUSG00000081043|Gm11512	501	490	535	854	703	509	489	675	326	420	744	673
ENSMUSG00000081046|Gm12846	6	13	14	11	13	17	16	11	7	19	22	11
ENSMUSG00000081048|Gm11760	0	0	0	0	0	1	0	0	1	1	2	1
ENSMUSG00000081049|Rps24-ps3	95	70	77	91	132	112	62	76	68	81	121	134
ENSMUSG00000081051|Gm15427	354	341	446	474	458	397	335	368	520	405	432	464
ENSMUSG00000081052|Gm6305	4	3	4	3	2	5	2	6	5	6	1	1
ENSMUSG00000081053|Mup-ps17	0	3	3	2	9	2	4	1	1	2	10	5
ENSMUSG00000081054|Gm12025	16	16	21	28	32	21	12	20	9	8	31	29
ENSMUSG00000081056|Gm13998	0	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000081058|Hist2h3c2	16	13	22	49	30	24	6	11	15	13	31	30
ENSMUSG00000081059|Gm11945	28	21	15	35	23	29	19	28	14	25	36	22
ENSMUSG00000081067|Gm12912	7	8	15	28	31	18	8	15	10	21	22	24
ENSMUSG00000081070|Gm13181	19	10	15	7	16	20	15	17	11	26	28	32
ENSMUSG00000081071|Gm9836	8	5	3	5	12	6	3	0	3	3	3	7
ENSMUSG00000081076|Rpsa-ps4	30	29	17	37	85	39	22	43	18	26	54	51
ENSMUSG00000081078|Gm12568	14	15	48	24	33	17	30	18	24	26	32	30
ENSMUSG00000081084|Gm5638	157	133	184	191	207	180	112	190	142	175	188	173
ENSMUSG00000081086|Gm9506	14	11	7	7	17	12	6	6	1	7	7	21
ENSMUSG00000081087|Rps15a-ps7	38	37	31	44	38	34	34	31	57	38	42	57
ENSMUSG00000081093|Gm12565	35	22	36	28	60	34	31	38	17	33	52	37
ENSMUSG00000081094|Rpl19-ps11	375	279	362	323	283	315	279	238	387	294	252	300
ENSMUSG00000081099|Gm5270	1	1	1	0	2	0	1	1	0	0	0	1
ENSMUSG00000081100|Gm14630	75	87	80	99	179	100	46	97	83	86	104	130
ENSMUSG00000081101|Gm12024	0	0	3	0	1	0	0	1	0	0	1	0
ENSMUSG00000081103|Rps12-ps26	10	19	18	15	10	14	14	12	20	17	21	10
ENSMUSG00000081104|Gm15989	3	1	1	0	5	0	2	1	1	3	2	4
ENSMUSG00000081105|Gm14087	2	0	2	2	1	3	1	3	1	1	3	2
ENSMUSG00000081111|Gm5913	51	44	51	58	80	65	40	57	51	60	67	67
ENSMUSG00000081113|Gm7308	33	42	27	20	37	29	18	41	37	29	40	41
ENSMUSG00000081118|Gm6758	1	0	2	1	6	4	0	1	0	0	0	2
ENSMUSG00000081120|Gm12458	1	1	0	1	2	0	0	0	1	3	1	2
ENSMUSG00000081121|Gm12791	17	15	16	10	16	11	13	9	17	15	14	9
ENSMUSG00000081126|Gm15784	6	8	18	20	19	23	14	12	11	23	19	25
ENSMUSG00000081128|Gm13328	50	45	42	33	43	51	19	35	30	48	45	51
ENSMUSG00000081132|Gm13744	5	1	0	0	1	1	2	0	1	1	4	0
ENSMUSG00000081136|Gm12990	1	1	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000081137|BC022960	4	0	1	2	0	0	1	0	4	5	2	3
ENSMUSG00000081138|Gm12834	0	3	2	1	6	13	4	3	2	7	8	11
ENSMUSG00000081142|Gm15497	0	0	1	0	0	0	0	1	0	3	2	0
ENSMUSG00000081143|Gm15823	1	2	2	1	2	1	7	1	3	3	1	3
ENSMUSG00000081145|Gm14585	3	4	4	6	10	8	6	1	4	3	7	2
ENSMUSG00000081151|Gm11448	0	0	0	1	3	0	0	0	2	1	0	2
ENSMUSG00000081152|Gm12430	5	2	2	9	2	2	5	3	6	4	0	4
ENSMUSG00000081153|Gm11401	4	0	4	0	7	1	3	4	4	3	6	3
ENSMUSG00000081156|Gm14425	103	86	86	76	78	75	72	97	83	97	65	73
ENSMUSG00000081157|Gm13552	16	10	17	18	20	16	12	22	24	27	21	20
ENSMUSG00000081158|Gm13521	20	23	1	9	7	20	25	19	11	18	6	10
ENSMUSG00000081159|Gm6023	26	14	23	24	10	21	22	11	27	16	16	10
ENSMUSG00000081160|Gm14897	4	1	3	2	3	6	0	1	5	4	13	4
ENSMUSG00000081164|Gm8722	39	34	39	20	35	36	10	30	27	36	38	32
ENSMUSG00000081167|Gm8880	1	2	3	2	5	2	4	2	1	3	2	6
ENSMUSG00000081169|Gm12551	1	4	1	0	4	6	5	2	3	2	5	2
ENSMUSG00000081170|Gm12922	4	0	5	3	10	6	2	1	2	3	6	3
ENSMUSG00000081173|Gm13500	2	4	9	0	4	5	4	1	2	6	3	6
ENSMUSG00000081176|H3f3a-ps2	10	12	7	3	10	6	5	7	10	5	11	10
ENSMUSG00000081179|Gm13136	21	16	31	19	19	23	19	17	16	25	18	12
ENSMUSG00000081182|Gm14935	3	0	0	0	3	5	3	1	1	1	0	0
ENSMUSG00000081185|Gm4852	2	15	7	5	9	11	2	13	9	11	4	9
ENSMUSG00000081187|3110067C02Rik	9	8	3	8	6	13	13	14	8	5	4	4
ENSMUSG00000081189|Gm12725	52	26	24	28	46	46	31	26	26	31	39	31
ENSMUSG00000081199|Gm16407	0	0	3	1	2	1	2	2	3	3	1	3
ENSMUSG00000081201|Smt3h2-ps4	2	1	2	0	0	3	0	1	1	1	0	0
ENSMUSG00000081207|Gm13775	104	494	70	102	105	150	89	159	120	156	159	146
ENSMUSG00000081208|Gm11400	116	147	146	120	168	150	124	119	153	132	144	148
ENSMUSG00000081210|Gm12933	0	1	0	2	8	1	5	0	0	1	3	1
ENSMUSG00000081212|Gm6964	2	1	3	0	1	0	2	0	1	3	0	1
ENSMUSG00000081214|Rpl35a-ps2	7	1	0	2	2	3	0	4	2	4	0	2
ENSMUSG00000081217|Gm15268	5	1	0	1	0	3	2	1	3	0	2	1
ENSMUSG00000081219|Bambi-ps1	6	1	1	2	0	0	0	4	3	3	0	1
ENSMUSG00000081221|Gm14760	7	3	4	7	16	10	7	6	7	6	7	5
ENSMUSG00000081223|Gm12247	24	24	19	26	41	32	24	39	22	23	29	33
ENSMUSG00000081226|Gm8802	1	2	4	3	1	3	2	2	2	5	2	1
ENSMUSG00000081227|Gm13082	1	1	5	0	4	4	2	5	4	4	4	2
ENSMUSG00000081228|Gm16089	272	263	157	236	355	246	232	255	295	264	238	242
ENSMUSG00000081232|Gm14373	84	69	95	78	135	76	60	77	114	107	92	108
ENSMUSG00000081235|Gm14788	1	2	3	0	0	0	0	0	0	1	0	2
ENSMUSG00000081236|Gm13574	16	20	14	11	10	15	8	16	21	17	9	6
ENSMUSG00000081238|Gm15836	0	0	0	0	1	0	1	0	0	0	1	0
ENSMUSG00000081239|Gm11836	31	31	25	35	59	34	23	21	23	40	46	44
ENSMUSG00000081242|Gm15719	1	5	3	4	2	5	11	1	2	1	2	6
ENSMUSG00000081244|Gm13529	2	0	2	1	2	4	6	4	7	6	1	3
ENSMUSG00000081248|Gm13787	2	1	1	0	2	1	3	1	1	1	1	1
ENSMUSG00000081249|Gm11517	5	6	2	9	9	10	13	7	9	10	11	15
ENSMUSG00000081251|Gm12164	340	362	328	323	459	285	267	261	247	313	408	442
ENSMUSG00000081254|Gm12112	6	12	5	0	4	3	3	3	11	6	4	11
ENSMUSG00000081255|Gm5380	2	4	6	9	4	7	4	2	4	4	7	5
ENSMUSG00000081256|Gm15791	0	1	0	0	1	6	3	3	0	2	4	0
ENSMUSG00000081257|Gm13607	32	31	19	22	9	25	38	40	25	10	16	36
ENSMUSG00000081258|Gm14013	0	0	1	0	2	1	0	0	1	0	0	2
ENSMUSG00000081259|Gm6893	0	3	1	1	0	1	0	0	1	0	0	4
ENSMUSG00000081260|Gm13149	3	3	4	1	2	6	1	4	5	7	5	3
ENSMUSG00000081261|Gm15370	483	401	366	314	327	351	269	312	310	322	354	319
ENSMUSG00000081262|Gm12261	3	2	3	2	1	5	3	0	5	10	2	1
ENSMUSG00000081263|Gm14859	7	2	3	7	11	3	0	5	7	4	4	7
ENSMUSG00000081266|Gm15820	0	0	1	1	0	2	1	0	0	1	0	2
ENSMUSG00000081270|Gm11653	8	9	7	7	2	6	4	8	6	7	6	8
ENSMUSG00000081272|Gm13509	525	537	493	417	461	480	368	382	424	482	484	553
ENSMUSG00000081274|Gm15727	0	0	1	2	0	0	0	0	1	0	1	1
ENSMUSG00000081276|Gm13132	1	0	3	4	6	3	2	1	1	0	6	2
ENSMUSG00000081277|Gm15285	50	52	51	55	59	42	58	46	33	46	70	56
ENSMUSG00000081278|Gm13186	4	11	4	2	3	1	3	7	4	0	1	4
ENSMUSG00000081281|Gm6274	23	16	20	26	23	18	19	23	27	18	29	21
ENSMUSG00000081289|Gm14857	19	10	20	22	27	21	11	33	13	16	21	24
ENSMUSG00000081295|Gm6275	11	5	6	7	10	8	8	4	6	2	4	0
ENSMUSG00000081299|Gm13603	0	0	2	0	0	1	0	0	0	2	0	1
ENSMUSG00000081301|Gm15951	0	6	2	2	1	5	0	0	3	2	1	2
ENSMUSG00000081302|Gm12020	5	4	5	13	4	6	3	0	10	8	7	9
ENSMUSG00000081303|Gm16011	6	4	2	10	4	6	2	2	2	4	6	4
ENSMUSG00000081308|Gm14480	8	6	6	2	5	4	9	5	4	6	7	6
ENSMUSG00000081309|Gm12397	1	4	2	0	1	1	2	3	2	0	1	2
ENSMUSG00000081314|Gm14132	2	1	3	7	1	2	1	4	1	4	2	3
ENSMUSG00000081316|Gm16205	6	6	3	10	2	1	2	1	1	3	3	0
ENSMUSG00000081317|Gm12757	1	1	2	1	0	0	1	1	1	3	0	2
ENSMUSG00000081319|Gm12936	9	9	11	11	13	6	5	9	8	5	7	13
ENSMUSG00000081323|Rpl7l1-ps1	0	0	0	0	2	0	2	0	0	1	2	1
ENSMUSG00000081325|Gm12599	9	5	6	9	5	7	3	6	8	8	6	10
ENSMUSG00000081326|Gm14417	1	2	0	0	1	8	1	0	2	5	0	0
ENSMUSG00000081329|Gm12492	1	6	2	3	7	1	4	4	3	4	5	2
ENSMUSG00000081331|Gm15151	13	8	6	16	13	5	10	11	15	10	22	15
ENSMUSG00000081332|Gm12664	9	8	20	4	2	6	6	9	9	14	4	13
ENSMUSG00000081339|Gm16044	8	9	12	12	29	16	19	14	15	12	15	9
ENSMUSG00000081340|Gm12275	4	4	0	1	3	1	3	2	3	3	6	1
ENSMUSG00000081342|Gm11434	1	1	2	0	3	1	2	3	1	1	7	4
ENSMUSG00000081344|Gm14303	407	465	468	647	533	439	462	504	548	510	543	619
ENSMUSG00000081350|Gm5388	0	2	1	9	10	4	3	5	4	5	4	3
ENSMUSG00000081352|Gm12389	10	0	9	9	8	4	5	6	6	3	5	5
ENSMUSG00000081355|Gm15264	1	0	0	1	4	1	1	2	1	0	1	0
ENSMUSG00000081359|Gm15683	9	5	5	10	8	8	11	4	3	4	4	5
ENSMUSG00000081370|Gm9105	5	2	6	7	5	12	8	7	7	8	12	7
ENSMUSG00000081373|Gm16436	15	18	24	15	26	17	12	11	13	22	28	22
ENSMUSG00000081375|Gm14686	6	11	29	26	13	18	15	3	31	40	24	18
ENSMUSG00000081376|Gm11694	16	9	9	40	49	20	21	21	9	14	35	49
ENSMUSG00000081378|Rps13-ps4	14	19	12	35	44	29	25	35	11	35	38	35
ENSMUSG00000081382|Rpl18-ps1	40	48	52	87	105	64	55	59	50	62	89	95
ENSMUSG00000081390|Gm14538	6	4	4	2	0	2	0	6	3	1	3	7
ENSMUSG00000081394|Gm13215	93	59	66	93	119	89	47	75	89	65	102	97
ENSMUSG00000081396|Gm15132	0	4	5	3	4	2	2	2	8	11	1	1
ENSMUSG00000081400|Gm13680	177	162	192	183	190	185	174	145	191	160	173	194
ENSMUSG00000081402|Gm15455	35	18	25	44	32	20	15	16	26	31	22	21
ENSMUSG00000081404|Gm15694	27	49	19	23	34	42	33	22	38	51	31	34
ENSMUSG00000081405|Gm13142	106	112	93	116	118	95	92	153	102	96	117	114
ENSMUSG00000081406|Rps6-ps4	165	165	182	140	119	155	108	96	211	201	106	124
ENSMUSG00000081408|Gm15047	1	2	2	3	0	1	4	0	1	3	1	3
ENSMUSG00000081413|Gm14088	17	12	19	15	20	23	11	16	18	14	21	14
ENSMUSG00000081416|Gm14383	33	27	22	33	40	23	21	23	17	34	45	33
ENSMUSG00000081418|Gm14830	19	14	40	28	26	30	24	18	10	29	28	28
ENSMUSG00000081421|Gm13445	1	1	0	1	1	0	2	2	0	0	1	1
ENSMUSG00000081428|Tpt1-ps2	4	5	5	2	7	4	4	2	7	3	3	7
ENSMUSG00000081429|Gm11603	1	0	4	8	17	4	8	3	8	7	3	7
ENSMUSG00000081431|Gm15483	33	27	36	44	62	28	39	49	33	36	32	39
ENSMUSG00000081434|Gm14165	85	50	80	88	112	87	54	79	57	65	84	88
ENSMUSG00000081436|Gm5912	1	0	1	1	2	1	1	0	0	2	4	1
ENSMUSG00000081437|Gm12402	0	2	0	4	1	1	0	2	0	1	1	0
ENSMUSG00000081441|Gm6161	87	88	66	66	68	90	71	71	80	97	53	93
ENSMUSG00000081445|Rpl23a-ps4	4	2	0	2	0	0	0	3	0	2	0	6
ENSMUSG00000081447|Gm13870	0	2	0	0	2	0	0	0	1	0	0	0
ENSMUSG00000081448|Gm13086	0	0	1	0	0	2	0	1	3	0	0	0
ENSMUSG00000081451|Gm12734	18	8	6	18	17	7	11	12	17	16	20	13
ENSMUSG00000081453|Gm6767	257	242	255	274	374	278	240	266	251	253	293	282
ENSMUSG00000081455|Hmgb1-ps3	9	4	2	3	6	8	5	4	8	5	9	3
ENSMUSG00000081456|Gm7781	11	5	6	4	11	4	4	5	9	9	4	10
ENSMUSG00000081457|Gm13488	6	3	6	4	6	6	7	2	7	5	5	7
ENSMUSG00000081459|Gm12952	18	8	11	13	13	18	5	13	16	17	12	10
ENSMUSG00000081460|Gm13168	0	7	3	0	9	2	2	4	13	10	2	2
ENSMUSG00000081461|Rpl30-ps11	8	16	14	17	38	21	10	10	12	16	21	29
ENSMUSG00000081470|Gm14131	2	2	3	1	6	5	0	2	3	2	0	1
ENSMUSG00000081473|Gm4853	38	36	43	62	43	42	19	30	25	27	51	55
ENSMUSG00000081476|Itpa-ps1	68	54	68	68	72	65	55	49	67	76	72	47
ENSMUSG00000081480|Gm13608	19	13	23	15	16	10	10	32	28	22	24	9
ENSMUSG00000081485|Gm12338	530	487	416	373	364	420	357	370	516	456	398	417
ENSMUSG00000081487|Gm13689	150	143	144	77	106	115	118	115	130	133	101	132
ENSMUSG00000081488|Gm15368	548	543	429	393	422	411	303	409	387	419	428	391
ENSMUSG00000081491|Gm12778	16	13	29	15	16	20	10	12	17	8	17	22
ENSMUSG00000081492|Gm9311	1	2	0	0	3	0	0	2	1	2	3	0
ENSMUSG00000081494|Gm14130	2	1	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000081497|Gm15560	1	0	2	1	0	1	1	0	1	2	0	0
ENSMUSG00000081505|Gm8644	0	0	2	3	5	1	0	0	1	5	3	5
ENSMUSG00000081512|Gm15821	10	6	2	7	9	9	9	5	3	6	2	7
ENSMUSG00000081516|Gm12470	5	0	0	2	3	3	0	0	6	1	2	7
ENSMUSG00000081519|Gm13331	78	91	79	65	69	61	68	61	65	74	86	86
ENSMUSG00000081520|Gm16200	19	25	35	23	37	25	26	23	28	36	34	20
ENSMUSG00000081522|Gm13170	1	9	2	1	7	4	2	5	9	9	1	0
ENSMUSG00000081532|Gm15781	0	0	0	2	1	1	0	0	0	2	2	4
ENSMUSG00000081534|Slc48a1	1568	1572	1421	1202	1308	1211	1364	1336	1626	1549	1285	1438
ENSMUSG00000081535|Gm15453	37	30	24	25	28	24	24	39	60	51	22	25
ENSMUSG00000081539|Gm11990	1	0	1	0	1	1	0	1	0	1	1	0
ENSMUSG00000081540|Gm12538	10	9	16	17	27	19	13	15	8	13	19	24
ENSMUSG00000081544|Gm13077	9	13	18	18	39	24	7	15	12	15	20	23
ENSMUSG00000081552|Gm12328	4	11	9	15	8	5	15	18	4	9	20	16
ENSMUSG00000081553|Gm12699	17	19	24	17	32	20	11	17	20	12	10	15
ENSMUSG00000081557|Gm5697	0	1	0	0	1	2	3	1	4	1	0	1
ENSMUSG00000081559|Gm12411	15	1	13	6	7	10	9	2	15	3	6	2
ENSMUSG00000081562|Gm11575	47	25	42	43	57	46	32	32	42	48	49	61
ENSMUSG00000081564|Gm13717	2	10	3	4	2	3	1	6	3	3	3	5
ENSMUSG00000081565|Rps12-ps5	1	2	3	1	4	8	0	0	5	1	2	2
ENSMUSG00000081568|Gm15032	3	7	12	13	18	6	5	8	1	1	3	17
ENSMUSG00000081572|Gm14138	16	9	13	19	16	14	18	7	14	16	19	12
ENSMUSG00000081574|Gm14429	27	6	7	7	6	1	8	6	5	9	4	7
ENSMUSG00000081575|Gm12090	91	86	75	117	217	116	102	114	90	88	160	142
ENSMUSG00000081578|Gm12611	1	1	1	1	0	0	0	1	0	1	1	1
ENSMUSG00000081581|Gm14312	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000081583|Gm14769	0	1	0	0	1	1	0	0	0	1	3	1
ENSMUSG00000081584|Gm12716	1	3	0	2	5	0	1	0	1	1	1	1
ENSMUSG00000081585|Gm12926	0	1	0	1	0	0	0	0	0	3	2	2
ENSMUSG00000081590|Gm14413	0	2	1	0	2	7	1	1	1	6	0	0
ENSMUSG00000081593|Gm11841	2	3	8	7	3	2	3	3	0	1	3	4
ENSMUSG00000081594|Gm15467	1	1	2	1	1	1	2	0	2	4	1	1
ENSMUSG00000081595|Gm13036	1	7	1	2	5	4	3	3	5	8	1	0
ENSMUSG00000081600|Gm12286	21	23	16	23	28	23	17	27	25	30	24	29
ENSMUSG00000081602|Gm15369	542	526	423	391	413	406	312	374	367	406	445	380
ENSMUSG00000081603|Gm14681	111	135	97	118	105	109	123	106	191	125	95	106
ENSMUSG00000081604|Gm11518	15	19	16	29	32	30	20	14	16	22	31	23
ENSMUSG00000081607|Gm15294	0	0	0	1	0	3	1	0	3	1	2	1
ENSMUSG00000081608|Gm16210	3	4	1	0	1	3	1	0	2	1	4	5
ENSMUSG00000081611|Gm13651	15	13	12	13	13	25	20	17	16	16	10	21
ENSMUSG00000081614|Gm9436	3	6	2	7	6	7	1	5	9	11	6	5
ENSMUSG00000081620|Gm14633	35	22	44	50	92	55	30	54	44	32	84	69
ENSMUSG00000081622|Gm5937	1	0	0	4	2	2	0	0	0	0	0	0
ENSMUSG00000081627|Gm13158	9	11	6	4	11	9	6	6	10	14	2	9
ENSMUSG00000081629|Eif3s6-ps1	7	5	5	5	4	10	3	9	11	5	8	5
ENSMUSG00000081631|Gm12005	3	1	11	1	1	5	3	2	4	6	2	4
ENSMUSG00000081633|Gm8522	36	15	8	14	20	16	27	16	30	31	19	25
ENSMUSG00000081640|Rplp0-ps1	70	43	94	81	105	81	52	66	62	48	89	101
ENSMUSG00000081642|Gm13532	40	47	47	63	59	70	31	40	46	32	52	80
ENSMUSG00000081643|Gm11605	38	36	39	41	57	45	28	48	31	31	43	50
ENSMUSG00000081648|Gm13423	14	12	15	9	4	11	11	15	12	21	3	6
ENSMUSG00000081650|Gm16181	4	2	2	5	6	1	1	0	7	2	2	5
ENSMUSG00000081651|Gm15530	14	6	12	12	6	15	14	8	12	20	6	11
ENSMUSG00000081656|Gm11246	0	3	2	5	2	1	0	2	1	2	3	9
ENSMUSG00000081657|Gm15466	75	68	60	69	84	67	66	73	81	75	74	91
ENSMUSG00000081660|Gm11787	23	9	9	11	19	17	11	14	11	10	17	11
ENSMUSG00000081661|Gm14450	10	4	6	9	17	6	10	14	2	7	13	10
ENSMUSG00000081663|Gm11207	0	3	2	0	0	3	0	0	1	0	0	0
ENSMUSG00000081664|Gm15544	8	5	5	9	9	8	5	6	6	2	10	8
ENSMUSG00000081665|Gm15922	21	5	7	12	14	12	5	10	14	13	12	7
ENSMUSG00000081666|Gm11677	1	1	1	0	2	1	0	5	1	0	3	4
ENSMUSG00000081668|Gm7869	2	0	2	0	1	3	1	2	3	2	2	0
ENSMUSG00000081669|Npm3-ps1	22	13	17	23	18	18	19	15	16	15	19	27
ENSMUSG00000081670|Gm15697	1	1	2	5	0	3	2	0	3	4	2	2
ENSMUSG00000081673|Gm14794	6	5	11	4	9	6	2	8	14	10	9	9
ENSMUSG00000081674|Gm6184	0	0	1	2	2	2	1	0	0	0	0	2
ENSMUSG00000081675|Gm12712	14	8	18	37	38	19	22	35	11	24	42	34
ENSMUSG00000081677|Mdk-ps1	1	1	0	0	3	0	0	0	0	0	1	0
ENSMUSG00000081679|Gm11874	0	0	3	0	2	1	1	1	3	1	0	7
ENSMUSG00000081684|Rps2-ps13	4	7	1	7	2	6	5	5	5	2	3	6
ENSMUSG00000081688|Gm12499	1	2	0	0	0	1	0	2	1	1	1	1
ENSMUSG00000081690|Gm12317	16	11	18	21	28	10	13	11	22	23	11	41
ENSMUSG00000081692|Gm15971	15	13	16	19	8	17	19	14	32	14	15	17
ENSMUSG00000081695|Rpsa-ps5	0	0	0	1	4	0	0	0	1	0	2	0
ENSMUSG00000081700|Gm14337	7	9	5	16	8	12	6	2	5	5	10	9
ENSMUSG00000081703|Gm6285	10	11	14	23	26	22	13	12	18	15	22	26
ENSMUSG00000081704|Gm14603	4	12	5	1	7	0	1	1	4	1	2	2
ENSMUSG00000081705|Gm12582	0	3	2	7	3	2	0	0	0	0	4	0
ENSMUSG00000081706|Gm7927	7	0	2	5	7	1	7	1	6	3	5	7
ENSMUSG00000081712|Gm12096	5	6	7	3	12	2	1	2	4	7	3	8
ENSMUSG00000081715|Rps11-ps3	7	9	7	19	19	9	11	14	8	7	25	15
ENSMUSG00000081718|Gm8261	23	15	15	9	16	20	7	21	13	19	17	18
ENSMUSG00000081721|Gm13882	1	2	1	5	4	0	1	0	1	3	1	5
ENSMUSG00000081723|Gm15931	1	0	4	0	4	1	0	2	4	0	0	7
ENSMUSG00000081729|Hspa9-ps1	112	101	100	101	140	105	79	104	81	113	150	115
ENSMUSG00000081730|Gm13785	14	13	7	10	16	12	8	8	13	10	8	11
ENSMUSG00000081731|Gm14078	12	2	8	7	15	13	3	3	4	4	17	10
ENSMUSG00000081732|Gm15495	18	14	9	14	17	20	14	20	19	15	18	22
ENSMUSG00000081733|Gm12852	16	13	12	4	11	7	12	16	11	11	7	9
ENSMUSG00000081738|Hmgb1-ps2	0	1	2	1	1	0	0	0	0	0	1	1
ENSMUSG00000081739|Mdm4-ps	12	23	15	23	24	20	15	18	18	14	27	22
ENSMUSG00000081740|Gm14279	29	21	37	36	44	49	21	29	41	38	48	30
ENSMUSG00000081745|Gm15549	18	23	9	20	22	19	17	19	16	17	19	13
ENSMUSG00000081748|Gm14870	0	2	2	1	0	3	2	5	1	0	1	0
ENSMUSG00000081750|Gm4995	3	3	6	2	9	3	5	2	1	7	5	11
ENSMUSG00000081751|Gm14251	5	9	12	12	12	14	13	14	11	9	18	22
