ovary_CV1	ovary_CV2	ovary_CV3	ovary_CV4	ovary_GF1	ovary_GF2	ovary_GF3	ovary_GF4	ovary_GF5	testis_CV1	testis_CV2	testis_CV3	testis_CV4	testis_GF1	testis_GF2	testis_GF3
ENSMUSG00000083288|Csnk2a1-ps	0	0	3	3	2	2	0	0	4	0	0	1	2	2	0	0
ENSMUSG00000083289|Gm8812	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000083290|Gm15030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083291|Gm13679	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083292|Gm12010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083293|Gm14313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083294|Gm14957	0	0	0	0	0	0	0	1	0	112	140	113	118	95	83	75
ENSMUSG00000083296|Gm12638	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083297|Vmn1r-ps114	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0
ENSMUSG00000083298|Gm12085	0	0	0	1	1	2	0	0	0	3	0	0	0	0	1	0
ENSMUSG00000083299|Gm12332	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
ENSMUSG00000083300|Gm12309	0	0	0	0	1	1	0	0	1	3	1	11	8	0	0	2
ENSMUSG00000083303|Gm12110	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0
ENSMUSG00000083304|Mup-ps15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083305|Gm13315	128	115	114	141	109	108	102	109	185	3	1	2	3	1	0	2
ENSMUSG00000083306|Gm13868	88	86	99	65	106	86	93	111	105	46	33	48	48	50	41	36
ENSMUSG00000083307|AA414768	53	39	30	23	60	37	34	46	47	77	98	92	88	73	105	93
ENSMUSG00000083309|Gm15926	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083310|Gm5760	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000083311|Gm5643	2	6	2	7	8	6	4	7	4	0	0	1	0	0	0	3
ENSMUSG00000083312|Olfr1374-ps1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083314|Gm11742	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0
ENSMUSG00000083315|Gm11871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083316|Gm15185	1	0	0	0	1	0	0	0	2	1	2	0	0	0	1	0
ENSMUSG00000083317|Gm14402	1	1	2	1	2	1	1	1	1	2	2	4	4	0	2	0
ENSMUSG00000083318|Gm15192	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000083319|Gm11284	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000083320|Gm13935	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083321|Gm14931	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000083324|Gm14997	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000083325|Gm14121	104	65	77	55	108	64	77	82	83	784	863	930	902	830	857	822
ENSMUSG00000083326|Rpl38-ps1	11	14	2	12	6	10	8	8	10	5	13	11	16	8	9	7
ENSMUSG00000083327|Vcp-rs	1754	1737	1481	1650	2184	1564	1699	1816	1918	1506	1553	1601	1730	1653	1655	1564
ENSMUSG00000083328|Gm11826	41	47	37	23	32	52	42	29	33	31	36	29	41	40	35	43
ENSMUSG00000083329|Gm14220	0	0	0	0	0	0	0	0	0	4	12	12	8	8	11	14
ENSMUSG00000083330|Gm11859	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000083331|Gm12400	2	2	1	4	2	5	3	2	2	2	0	1	0	1	1	1
ENSMUSG00000083332|Gm7599	2	6	1	2	1	2	0	5	9	0	2	1	1	0	0	1
ENSMUSG00000083333|Magea7-ps	1	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083334|Gm13579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083335|Gm13397	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083336|Olfr1332-ps1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000083337|Gm11539	115	120	124	113	160	108	166	131	118	89	110	105	90	68	110	89
ENSMUSG00000083338|Gm12475	4	0	3	1	3	3	1	1	0	7	11	7	12	10	8	8
ENSMUSG00000083339|Gm11693	2	2	1	0	2	0	0	0	1	4	4	6	9	9	9	7
ENSMUSG00000083340|Gm13156	5	0	7	4	5	2	2	3	3	9	1	7	7	3	9	11
ENSMUSG00000083341|Gm14238	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000083342|Gm14237	0	0	0	1	0	0	0	0	0	2	2	1	0	0	0	0
ENSMUSG00000083343|Gm14666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083344|Gm7363	15	22	22	10	20	25	11	10	24	20	15	15	19	8	10	17
ENSMUSG00000083345|Gm6491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083346|Gm8260	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083347|Gm13913	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSMUSG00000083348|Vmn1r-ps99	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083350|Gm9060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083351|Gm15783	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083352|Gm14907	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000083353|Gm12540	11	4	9	4	12	5	2	5	12	1	2	3	6	3	5	1
ENSMUSG00000083355|Gm11581	1	0	2	0	1	0	2	1	4	0	0	0	0	0	0	0
ENSMUSG00000083356|Gm11708	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
ENSMUSG00000083358|Olfr1004-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083359|Gm12656	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000083360|Gm13105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083361|Olfr360	0	0	0	0	0	0	0	0	0	3	2	3	0	0	0	0
ENSMUSG00000083362|Gm8606	26	35	32	28	45	34	22	22	35	11	13	12	14	10	14	9
ENSMUSG00000083363|Gm12237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083364|Gm14535	66	52	58	45	81	45	48	51	50	29	38	31	35	30	30	40
ENSMUSG00000083365|Gm12895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083366|Gm14887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083367|Gm8806	99	129	138	120	124	90	106	126	159	30	12	20	19	31	26	19
ENSMUSG00000083368|Gm13214	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
ENSMUSG00000083369|Gm15332	0	0	0	2	0	0	0	0	0	0	2	0	0	1	1	0
ENSMUSG00000083371|Gm11422	0	0	0	0	1	0	0	0	0	5	1	1	1	0	2	2
ENSMUSG00000083372|Gm11235	3	1	1	2	3	2	0	6	4	0	1	0	1	0	1	0
ENSMUSG00000083373|Gm13392	2	3	4	0	0	1	0	0	0	2	10	0	1	2	2	5
ENSMUSG00000083374|Gm11449	1	1	5	3	1	5	0	4	0	2	1	1	1	1	0	3
ENSMUSG00000083375|Gm15057	0	2	0	0	2	1	2	2	1	0	0	0	0	0	2	1
ENSMUSG00000083376|Gm11882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083377|Gm12653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083378|Gm13196	3	3	0	1	0	6	5	2	2	0	2	0	0	1	1	0
ENSMUSG00000083379|Gm4919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083380|Gm3244	13	12	8	10	18	16	13	14	13	45	45	63	52	36	54	45
ENSMUSG00000083381|Scgb2b22-ps	0	0	0	0	0	0	0	0	0	239	252	267	234	188	176	205
ENSMUSG00000083382|Gm6433	0	1	0	0	2	0	2	0	1	0	0	0	0	0	0	0
ENSMUSG00000083383|Olfr595-ps1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083384|Gm12813	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083385|Gm11411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083386|Gm15426	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000083387|Gm11860	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000083388|Gm11550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083389|Gm13681	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083390|Gm13121	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1
ENSMUSG00000083391|Gm14148	0	0	0	0	0	0	0	0	1	1	1	3	0	0	1	0
ENSMUSG00000083392|Gm6335	5	4	2	4	5	7	8	11	6	17	7	17	8	11	11	13
ENSMUSG00000083393|Gm15194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083394|Gm12618	3	8	2	4	3	7	12	0	4	2	2	3	2	4	3	0
ENSMUSG00000083395|Gm11203	0	0	2	0	3	0	1	0	2	1	0	0	1	0	1	0
ENSMUSG00000083396|Gm15542	440	379	345	384	350	314	314	303	373	542	498	516	515	554	576	574
ENSMUSG00000083397|Gm5466	23	10	20	21	27	23	22	16	6	14	19	17	20	10	22	12
ENSMUSG00000083398|Gm13458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083399|Gm15033	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000083400|Gm11900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083401|Gm13506	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000083402|Gm14394	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000083403|Gm13041	2	0	0	3	3	0	1	1	2	0	0	0	0	0	0	0
ENSMUSG00000083404|Gm13019	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000083405|Gm15725	972	1039	931	933	1144	878	1113	915	1030	436	494	562	591	534	524	514
ENSMUSG00000083406|Gm8410	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
ENSMUSG00000083407|Gm13176	0	1	0	0	0	2	1	0	0	3	2	2	4	1	3	5
ENSMUSG00000083409|Gm11340	4	7	5	3	4	0	1	4	0	5	6	0	1	2	1	3
ENSMUSG00000083410|Gm14300	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000083411|Rpl30-ps10	1	7	2	2	1	1	3	2	3	0	2	3	4	1	1	3
ENSMUSG00000083412|Gm12268	2	2	3	3	3	4	1	2	9	5	2	3	6	5	6	2
ENSMUSG00000083413|Vmn1r-ps110	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083414|Gm14840	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
ENSMUSG00000083415|Gm14690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083416|Gm15378	0	0	0	0	0	0	1	0	0	1	1	5	1	1	3	0
ENSMUSG00000083417|Olfr269-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000083418|Olfr1035-ps1	0	0	0	0	0	0	0	0	0	3	4	9	1	6	2	4
ENSMUSG00000083419|Gm14485	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000083420|Gm15665	4	2	1	1	0	1	0	1	2	9	2	14	9	10	7	9
ENSMUSG00000083421|Gm14776	0	3	2	2	1	3	5	0	3	0	1	2	2	2	0	0
ENSMUSG00000083422|Gm15604	0	1	2	0	0	3	2	0	2	0	0	0	0	0	0	0
ENSMUSG00000083423|Gm13221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083424|Rpl35a-ps4	1	2	3	1	0	0	0	0	2	0	0	1	1	0	0	0
ENSMUSG00000083425|Gm13992	0	4	2	3	7	1	2	2	1	12	15	18	21	15	24	18
ENSMUSG00000083427|Gm12007	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0
ENSMUSG00000083428|Gm14591	10	12	5	9	16	6	10	12	24	0	1	0	0	1	0	1
ENSMUSG00000083429|Gm15198	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
ENSMUSG00000083430|Gm13006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083431|Gm13437	0	0	0	0	0	0	0	0	0	20	28	25	17	10	19	14
ENSMUSG00000083432|Gm14878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083433|Gm15405	0	1	0	1	1	0	1	3	0	0	0	0	0	0	0	0
ENSMUSG00000083434|Gm12760	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0
ENSMUSG00000083435|Gm15824	0	0	2	0	0	0	0	0	1	0	3	0	0	1	1	1
ENSMUSG00000083436|Gm11471	0	2	0	0	0	1	0	0	2	2	5	2	0	1	0	2
ENSMUSG00000083437|Gm15187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083438|Gm5402	0	1	0	0	1	1	0	0	0	10	5	4	4	3	9	4
ENSMUSG00000083439|Gm14491	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083440|Rpl7a-ps12	2176	2299	1858	2015	2344	1828	2000	1958	2199	2178	2332	2299	2287	2285	2487	2325
ENSMUSG00000083441|Gm15329	0	0	0	1	0	0	0	0	0	3	2	0	0	1	1	0
ENSMUSG00000083442|Gm11187	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000083443|Gm15519	78	99	64	88	82	63	77	74	88	158	138	158	160	131	166	114
ENSMUSG00000083444|Gm14768	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000083445|Gm15038	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000083446|Gm12826	0	3	0	0	0	0	0	0	0	3	1	0	0	1	1	0
ENSMUSG00000083447|Gm11904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083448|Gm8749	0	0	0	0	0	0	0	0	0	1	6	9	3	8	14	13
ENSMUSG00000083449|Gm13487	29	35	22	14	19	25	25	24	12	21	18	37	26	24	22	32
ENSMUSG00000083450|Gm14619	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083451|Gm11445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083452|Gm14905	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083453|Gm13338	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
ENSMUSG00000083454|Gm13226	7	6	5	2	3	5	6	6	6	4	2	3	4	5	6	8
ENSMUSG00000083455|Gm15037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083456|Gm13108	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083457|Gm12839	2	0	0	0	0	0	0	2	0	4	10	6	6	1	7	12
ENSMUSG00000083458|Gm5510	2	9	9	4	4	5	8	2	3	0	4	1	5	2	1	4
ENSMUSG00000083460|Gm12182	0	0	1	0	1	1	1	0	0	1	1	5	1	1	3	6
ENSMUSG00000083461|Gm12935	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000083462|Gm12501	1	0	0	1	0	2	0	0	2	1	1	1	1	0	1	3
ENSMUSG00000083463|Gm4909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083465|Gm11652	141	141	195	210	225	107	168	186	169	40	30	40	45	30	32	40
ENSMUSG00000083466|Gm15225	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000083467|Gm15840	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000083468|Gm9431	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000083469|Gm14281	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000083470|Nsa2-ps2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000083471|Gm12118	0	0	0	0	0	0	0	0	0	2	1	3	2	1	1	0
ENSMUSG00000083472|Gm13491	0	3	0	0	1	0	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000083473|Gm13207	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083474|Gm15267	13	20	13	13	14	22	17	12	14	49	39	40	45	46	39	38
ENSMUSG00000083475|Gm9440	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000083477|Gm5555	29	34	36	40	40	39	24	16	32	13	12	24	26	10	30	14
ENSMUSG00000083478|Gm15375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000083479|Gm11883	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000083481|Rps8-ps2	7	5	8	10	13	5	7	7	7	4	0	2	0	0	1	1
ENSMUSG00000083482|Gm14706	6	2	2	5	2	3	5	4	7	1	2	5	1	1	8	4
ENSMUSG00000083483|Gm14044	1	1	4	0	3	1	4	6	1	1	0	4	2	2	1	1
ENSMUSG00000083484|Gm14574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083485|Gm12308	0	0	0	0	0	1	0	0	1	2	2	1	0	0	2	0
ENSMUSG00000083486|Gm14521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083487|Gm13888	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000083488|Gm8534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083489|Gm11784	1	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000083490|Gm14940	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083491|Gm12423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083492|Gm14515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000083493|Gm15044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083494|Gm12873	1	1	0	0	0	1	0	0	0	1	6	5	7	6	6	2
ENSMUSG00000083495|Gm13877	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000083496|Gm11263	1	8	1	4	7	3	7	2	4	3	2	5	1	4	6	4
ENSMUSG00000083498|Gm14172	1	0	1	0	0	0	0	0	0	1	1	2	0	2	2	1
ENSMUSG00000083499|Gm14609	0	1	0	0	0	0	0	0	0	0	1	0	0	2	2	0
ENSMUSG00000083500|Gm15470	2	1	0	1	1	0	3	1	1	8	9	5	4	2	8	3
ENSMUSG00000083501|Gm12255	3	0	4	1	5	4	3	0	0	0	3	0	0	2	1	0
ENSMUSG00000083502|Gm14861	0	3	4	0	1	4	2	4	0	0	1	1	0	0	0	0
ENSMUSG00000083503|Gm13407	1	0	3	0	0	1	0	0	0	1	0	1	2	0	0	0
ENSMUSG00000083504|Gm12450	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
ENSMUSG00000083505|Gm7541	3	5	4	2	3	1	1	4	5	2	7	9	6	3	5	2
ENSMUSG00000083507|Gm12842	1	2	0	0	0	0	1	0	1	0	0	0	0	0	1	1
ENSMUSG00000083508|Gm6027	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000083509|Defa-ps4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083510|Gm13478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083512|Gm12749	9	3	5	11	4	5	5	3	4	6	1	2	5	1	4	6
ENSMUSG00000083513|Olfr647-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083514|Gm11881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083515|Gm14577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083516|Gm15196	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000083517|Gm14998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083518|Gm9429	0	1	0	0	0	1	1	0	1	1	1	1	0	2	1	3
ENSMUSG00000083519|Gm13674	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1
ENSMUSG00000083520|Gm6418	0	0	0	0	0	0	1	0	0	0	0	2	0	1	4	0
ENSMUSG00000083521|Gm12157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083522|Gm15321	0	0	0	0	1	0	0	1	0	2	0	0	1	0	2	4
ENSMUSG00000083524|Mup-ps21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083527|Gm12001	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0
ENSMUSG00000083528|Gm13432	0	0	1	4	0	0	1	0	1	1	4	0	4	0	1	0
ENSMUSG00000083529|Gm15035	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000083530|Gm13867	0	0	0	0	0	0	0	0	0	8	7	14	7	13	11	10
ENSMUSG00000083533|Gm13450	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
ENSMUSG00000083534|H2-M6-ps	0	1	0	3	2	0	0	2	0	5	2	8	2	6	5	9
ENSMUSG00000083535|Gm14381	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000083536|Gm15808	1	2	1	0	0	0	0	0	0	18	17	24	17	22	16	14
ENSMUSG00000083537|Gm14942	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000083538|Gm16016	0	0	1	1	3	1	1	0	0	1	0	0	0	3	2	4
ENSMUSG00000083539|Gm12466	4	2	5	2	2	5	0	0	4	0	0	2	0	1	2	2
ENSMUSG00000083541|Gm12585	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000083542|Olfr1379-ps1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0
ENSMUSG00000083543|Gm14663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083544|Oat-rs1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000083545|Gm13320	0	0	2	0	1	2	2	1	0	0	0	1	1	1	1	0
ENSMUSG00000083546|Tpt1-ps1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000083547|Gm13321	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000083548|Gm11514	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0
ENSMUSG00000083549|Gm11227	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000083550|Gm13729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083551|Gm14516	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083552|Gm14814	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000083553|Gm11989	0	1	2	5	6	1	0	1	2	1	0	0	1	0	0	0
ENSMUSG00000083554|Gm6645	2	4	5	4	0	2	2	2	0	2	0	0	0	1	0	1
ENSMUSG00000083555|Gm12035	1	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0
ENSMUSG00000083556|Gm9043	0	0	0	0	0	0	0	0	1	4	5	2	1	1	2	2
ENSMUSG00000083557|Gm6877	57	36	39	40	65	39	47	53	39	46	28	48	37	44	50	31
ENSMUSG00000083558|Gm12896	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083560|Gm14939	2	4	0	4	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083561|Gm5942	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000083562|Gm13234	6	3	4	4	15	6	8	11	6	12	13	13	15	4	8	15
ENSMUSG00000083563|Gm13340	209	232	249	199	193	234	243	164	258	209	149	161	158	149	188	158
ENSMUSG00000083564|Gm11929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083565|Gm11941	0	0	1	0	0	0	1	0	0	0	0	0	1	2	0	0
ENSMUSG00000083566|Gm14711	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000083567|Gm11451	50	44	50	45	52	59	30	40	56	133	171	142	170	161	183	160
ENSMUSG00000083568|Gm12770	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0
ENSMUSG00000083569|Gm13666	5	3	7	8	2	2	2	5	6	3	1	0	0	1	2	3
ENSMUSG00000083570|Gm14671	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000083572|Gm11849	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083573|Gm7312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083574|Gm15709	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000083575|Gm12533	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000083576|Gm16411	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSMUSG00000083577|Gm12432	2	8	2	6	12	9	6	6	8	0	0	0	0	0	0	1
ENSMUSG00000083578|Gm11247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083579|Gm15538	20	18	14	16	19	22	14	22	30	80	61	80	85	82	90	75
ENSMUSG00000083580|Rpsa-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083581|Gm14186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083582|Gm15393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083584|Gm15394	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083585|Gm15885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083586|Gm8688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083587|Gm14741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083588|Gm8051	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000083589|Gm14043	2	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000083590|Gm13916	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
