geneID	Gho_TRT_Liver_male_1	Gho_TRT_Liver_male_2	Gho_TRT_Liver_male_3	Gho_TRT_Liver_male_4	Gho_TRT_Liver_male_5	Gho_TRT_Liver_male_6	Gho_CTR_Liver_male_1	Gho_CTR_Liver_male_2	Gho_CTR_Liver_male_3	Gho_CTR_Liver_male_4	Gho_CTR_Liver_male_5	Gho_CTR_Liver_male_6
ENSMUSG00000091876|Gm3851	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000091879|Vmn2r17	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091881|Gm17146	9	12	11	18	11	10	10	12	16	11	15	19
ENSMUSG00000091882|Gm6337	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091887|Gm17053	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091888|Vmn2r80	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091890|A830073O21Rik	0	0	0	0	5	0	1	2	0	1	0	1
ENSMUSG00000091894|Gm3030	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091896|Ube2d2a	479	506	556	609	525	702	633	580	503	563	584	659
ENSMUSG00000091897|Gm17019	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091898|Tnnc1	6	5	3	6	4	1	7	2	5	3	6	3
ENSMUSG00000091900|Gm4353	29	20	19	13	19	23	20	14	35	30	19	28
ENSMUSG00000091902|Gm6918	32	23	36	36	26	39	14	33	23	38	21	16
ENSMUSG00000091903|Gm8871	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091905|Gm6395	62	64	64	73	60	79	76	55	85	49	80	93
ENSMUSG00000091906|1700099I09Rik	1	0	1	0	0	1	1	1	0	1	1	0
ENSMUSG00000091908|Gm17231	0	0	0	0	0	0	0	2	0	2	1	2
ENSMUSG00000091911|Gm9587	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091921|B930041F14Rik	1	17	10	5	5	4	8	6	5	1	11	2
ENSMUSG00000091922|Gm17409	0	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000091923|Gm8267	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091924|Vmn1r185	0	0	0	1	0	3	1	0	0	0	1	0
ENSMUSG00000091926|Vmn2r62	0	0	2	0	0	0	0	0	0	0	0	1
ENSMUSG00000091929|Gm8582	0	0	2	8	2	0	1	1	0	0	0	3
ENSMUSG00000091930|Vmn2r52	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091931|Moap1	129	158	151	151	163	225	186	163	129	140	193	162
ENSMUSG00000091933|Gm8857	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091936|Gm3053	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091937|Gm3646	0	1	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000091938|Gm2442	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091941|Gm7399	4	16	14	9	18	6	11	8	4	4	18	11
ENSMUSG00000091942|Gm17138	0	0	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000091945|Vmn2r114	1	1	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000091947|6530401F13Rik	0	0	0	0	2	0	0	1	0	0	0	4
ENSMUSG00000091950|Olfr421-ps1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091952|Gm17709	30	58	32	29	19	10	17	19	20	13	35	21
ENSMUSG00000091954|Gm17179	6	1	5	6	6	4	7	4	2	6	2	8
ENSMUSG00000091955|Gm3788	13	5	12	5	8	15	15	16	15	16	15	13
ENSMUSG00000091956|C2cd4b	0	1	0	0	0	1	0	0	1	0	2	1
ENSMUSG00000091957|Gm8841	89	74	125	151	104	104	156	56	72	88	141	132
ENSMUSG00000091960|Gm17038	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091961|Gm3123	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091962|Vmn2r78	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091964|BC037034	162	160	155	150	155	177	166	158	179	172	244	214
ENSMUSG00000091967|Vmn2r-ps5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091968|Gm17115	3	7	9	12	6	9	15	2	12	9	14	11
ENSMUSG00000091970|Gm4868	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000091971|Hspa1a	21	14	19	12	15	5	3	5	40	17	13	17
ENSMUSG00000091972|Tmem207	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091980|Gm3719	0	0	0	0	0	1	1	0	0	0	0	0
ENSMUSG00000091981|Gm8038	1	1	0	2	0	0	1	0	0	0	0	1
ENSMUSG00000091983|Olfr457	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091985|Gm17354	27	19	21	9	15	23	11	27	11	19	22	17
ENSMUSG00000091987|Gm3376	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091989|Gm17257	21	18	24	22	21	26	33	19	27	33	20	22
ENSMUSG00000091990|Gm9672	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091993|B930036N10Rik	17	15	31	29	16	41	39	51	26	31	23	20
ENSMUSG00000091994|E130317F20Rik	9	38	14	27	23	27	32	18	36	40	34	43
ENSMUSG00000091995|Gm3339	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091996|BC049352	1	2	0	6	5	5	3	3	0	2	4	5
ENSMUSG00000091997|Gm6611	18	37	26	43	33	25	21	30	24	23	22	29
ENSMUSG00000091998|Gm17072	3	0	0	0	0	2	0	2	0	0	1	1
ENSMUSG00000092004|Gm17482	1	2	1	0	3	0	0	0	0	1	0	0
ENSMUSG00000092006|Gm17139	0	0	1	2	0	0	2	1	2	1	1	1
ENSMUSG00000092008|Cyp2c69	309	252	552	405	160	39	208	67	46	78	36	565
ENSMUSG00000092009|Myh15	1	0	0	3	0	0	0	1	0	0	0	0
ENSMUSG00000092012|Gm4782	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092014|Gm4468	8	14	15	19	14	16	22	28	12	4	10	16
ENSMUSG00000092019|Gm4027	0	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000092021|Gbp11	34	30	58	38	32	65	65	54	31	64	37	45
ENSMUSG00000092027|Gm17062	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092029|Gm9027	1	2	1	1	0	5	1	4	4	2	3	6
ENSMUSG00000092031|Gm2108	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092032|Vmn2r59	2	0	1	1	2	0	1	1	0	0	0	2
ENSMUSG00000092035|Peg10	3	4	5	3	7	7	2	12	6	5	3	13
ENSMUSG00000092036|Gm2244	0	0	1	0	1	0	1	0	0	0	0	2
ENSMUSG00000092039|Gm5501	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092040|Gm17198	22	12	20	22	22	20	7	15	13	28	16	10
ENSMUSG00000092042|Gm17163	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092043|Gm5494	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000092045|Gm17086	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092047|Gm17631	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092048|Vmn2r85	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092049|Vmn2r4	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092051|Gm17229	15	15	11	20	21	28	18	11	6	17	7	5
ENSMUSG00000092054|Kif4-ps	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092055|Gm7925	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092056|Gm7289	8	6	6	5	6	1	7	4	3	3	0	3
ENSMUSG00000092060|Bend4	48	49	55	39	29	45	52	52	41	31	42	16
ENSMUSG00000092062|Gm7664	9	4	1	4	4	3	6	2	2	5	4	1
ENSMUSG00000092066|1700121N20Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092071|A230065N10Rik	0	0	0	0	1	1	0	0	0	1	0	1
ENSMUSG00000092072|Gm4540	172	149	143	154	131	152	161	178	155	213	138	158
ENSMUSG00000092073|Gm7919	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092074|Dynlt1a	26	22	18	26	28	30	22	33	25	17	28	26
ENSMUSG00000092075|Serpina4-ps1	116	213	268	213	80	33	228	263	1890	2507	745	364
ENSMUSG00000092076|Gm4482	15	4	10	4	11	3	24	5	17	8	12	18
ENSMUSG00000092077|Olfr101	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000092080|Vmn2r16	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092083|Kcnb2	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000092085|Gm17224	0	1	0	2	2	2	0	0	0	0	0	2
ENSMUSG00000092086|Gm6793	2	1	3	2	0	1	1	1	4	1	0	2
ENSMUSG00000092090|Gm3294	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000092092|Gm17215	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092093|Gm17528	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092094|Zfp804b	1	2	3	6	4	7	0	2	2	2	3	1
ENSMUSG00000092097|Gm5819	2	8	2	2	5	4	4	1	2	2	5	4
ENSMUSG00000092099|Gm17530	2	1	2	3	4	3	0	2	8	3	0	7
ENSMUSG00000092103|Gm17039	2	5	7	4	1	0	4	1	2	1	2	11
ENSMUSG00000092107|Ear-ps4	0	0	0	1	0	1	1	0	0	0	0	0
ENSMUSG00000092109|Gm9376	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092111|Vmn2r113	0	0	0	1	0	0	1	0	3	1	0	0
ENSMUSG00000092113|Taar8b	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000092116|Gm10320	18	20	23	19	9	5	16	10	19	14	23	11
ENSMUSG00000092118|Fancf	78	78	68	66	93	73	108	65	62	61	83	83
ENSMUSG00000092120|Vmn2r90	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092123|Gm17581	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000092124|B930094E09Rik	13	6	7	16	17	10	9	4	13	10	8	13
ENSMUSG00000092125|AA543401	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092130|D030025P21Rik	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000092131|BC050972	2	1	6	2	0	1	4	2	6	3	4	0
ENSMUSG00000092134|Gm17089	0	3	1	2	1	1	0	1	1	1	0	3
ENSMUSG00000092137|Gcom1	733	872	808	841	809	940	875	753	889	684	916	830
ENSMUSG00000092142|Gm6482	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092144|Gm3370	0	0	1	0	0	0	2	3	1	3	2	0
ENSMUSG00000092147|Gm7052	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000092148|Gm8005	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092152|Gm17026	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092157|Gm17268	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092162|Vmn2r86	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092164|Rergl	0	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000092165|Gm5624	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092166|Gm7942	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092167|Gm3696	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000092168|Gm9075	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092171|4833427F10Rik	0	2	2	0	1	2	0	2	3	3	1	3
ENSMUSG00000092172|Gm20523	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092173|Vmn2r-ps38	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092174|Gm7029	0	0	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000092175|Gm3584	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092176|Gm20460	321	380	364	390	457	481	452	345	332	262	413	439
ENSMUSG00000092177|Vax2os2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092178|Gm3912	1	1	0	0	1	3	2	0	0	3	0	1
ENSMUSG00000092179|Vmn2r-ps75	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092180|Gm20505	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092181|Gm20432	10	12	8	15	12	14	19	19	8	14	21	22
ENSMUSG00000092182|Gm20407	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092183|4930515G01Rik	4	5	9	8	7	7	7	6	2	6	2	11
ENSMUSG00000092184|Gm18489	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092185|Gm20416	0	1	0	0	1	0	0	0	0	1	1	5
ENSMUSG00000092186|Gm5967	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092187|Gm20457	9	10	12	8	15	16	15	3	6	5	8	2
ENSMUSG00000092188|Gm20471	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092189|Gm3644	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092190|Gm20470	3	0	0	5	1	7	4	2	4	3	1	4
ENSMUSG00000092191|Gm7211	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092192|Dyx1c1	7	6	11	4	2	5	2	2	1	5	6	4
ENSMUSG00000092193|Cd9-ps	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000092194|Mir196a-2	0	0	0	1	0	0	0	0	0	1	0	0
ENSMUSG00000092195|Vmn2r-ps87	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092196|Gm20446	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092197|Gm20480	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092198|Gm20527	2	1	1	2	0	1	0	1	0	0	0	1
ENSMUSG00000092199|Gm18358	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092200|Tnxa	0	0	4	1	0	0	0	1	0	0	0	0
ENSMUSG00000092201|A530058N18Rik	0	0	0	0	0	3	0	0	2	0	5	0
ENSMUSG00000092202|Stk19-ps1	4	7	7	11	1	8	3	3	5	3	6	2
ENSMUSG00000092203|1110038B12Rik	159	109	173	156	140	124	145	133	120	131	125	124
ENSMUSG00000092204|Vmn2r-ps49	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092205|Mir10a	0	1	0	0	0	1	0	0	0	0	0	2
ENSMUSG00000092208|Vmn1r-ps58	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000092210|A930009A15Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092211|Vmn2r-ps67	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092212|Slc22a13b-ps	12	4	11	5	4	7	6	10	1	2	4	5
ENSMUSG00000092213|Gm18522	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092214|Gm18560	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092215|Gm20419	23	22	25	31	52	69	35	65	22	33	27	33
ENSMUSG00000092216|Gm19345	1	2	0	0	0	1	0	0	0	2	0	0
ENSMUSG00000092217|Vmn2r-ps62	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092218|Gm20529	27	29	36	28	37	20	46	32	79	66	74	50
ENSMUSG00000092219|Gm20443	0	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000092220|Gm20528	42	64	43	76	94	48	133	51	90	84	58	197
ENSMUSG00000092221|Gm7230	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092222|Gm20506	0	0	2	0	0	0	1	0	0	0	2	0
ENSMUSG00000092223|Gm19807	1	1	0	0	1	0	1	2	1	4	0	2
ENSMUSG00000092224|Gm8815	0	1	0	0	0	1	0	1	1	0	0	0
ENSMUSG00000092225|Gm2381	0	0	2	0	0	0	0	0	0	0	0	1
ENSMUSG00000092227|Gm7651	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092228|Vmn1r-ps28	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092229|Gm4433	1	4	2	11	2	1	0	3	3	3	1	0
ENSMUSG00000092230|Gm18889	1	0	0	0	0	1	0	0	0	1	0	0
ENSMUSG00000092231|Gm9612	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092232|Gm20521	968	1042	1082	1163	1039	914	1051	943	990	897	1179	1134
ENSMUSG00000092233|Gm20403	0	0	3	3	2	0	1	0	1	4	3	1
ENSMUSG00000092237|Vmn1r-ps27	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092238|Gm6004	0	0	0	1	0	0	0	0	1	0	0	0
ENSMUSG00000092239|1700031A10Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092240|Gm4246	1	2	2	3	1	5	3	4	2	1	5	2
ENSMUSG00000092241|Gm20522	14	27	29	21	16	21	33	21	18	13	27	29
ENSMUSG00000092242|Gm20515	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092243|Gm7030	22	25	17	22	36	45	46	22	27	29	21	16
ENSMUSG00000092244|Gm20410	0	0	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000092245|Gm17973	0	0	2	0	0	0	0	0	0	0	0	0
ENSMUSG00000092246|Gm20493	1	0	1	0	0	2	2	2	0	0	0	0
ENSMUSG00000092247|Gm20426	4	2	4	5	3	1	0	5	6	2	10	1
ENSMUSG00000092248|Vmn1r-ps63	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092249|Gm5708	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000092250|Gm20467	0	0	0	0	0	0	0	3	0	0	1	1
ENSMUSG00000092251|Trav9n-1	0	0	0	0	0	1	0	0	0	1	0	1
ENSMUSG00000092252|Gm20499	6	14	6	18	9	16	8	11	12	8	7	15
ENSMUSG00000092253|H2-Q3	1	3	7	3	5	4	3	1	5	1	2	1
ENSMUSG00000092254|A930015D03Rik	52	62	51	54	68	72	76	78	68	63	61	78
ENSMUSG00000092255|Gm20455	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092256|Gm18359	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092257|Gm2308	2	0	0	1	0	1	1	1	0	1	1	0
ENSMUSG00000092258|Gm20444	1	0	3	0	3	1	4	5	3	1	1	2
ENSMUSG00000092259|Vmn2r-ps68	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092260|Zfp963	58	117	92	130	61	74	125	117	130	119	104	149
ENSMUSG00000092261|Gm20519	2	0	0	3	0	0	2	0	0	0	2	0
ENSMUSG00000092262|Gm20434	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092263|Vmn2r-ps79	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092264|Gm3585	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092265|Gm5682	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000092266|Gm20500	0	2	1	3	0	4	3	6	1	2	5	1
ENSMUSG00000092267|Gm20417	14	23	33	22	31	18	31	17	18	32	22	40
ENSMUSG00000092268|Gm20540	2	3	3	11	4	11	5	7	8	6	4	4
ENSMUSG00000092269|Gm9577	0	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000092270|Gm7031	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092271|Vmn1r-ps46	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092272|Gm19301	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092274|Neat1	4299	4892	13025	7766	16411	9135	6046	22733	3303	7145	4176	5968
ENSMUSG00000092275|Gm20465	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092276|1700116B05Rik	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000092277|Gm19684	9	2	0	3	4	5	7	1	2	6	3	4
ENSMUSG00000092278|Gm8752	4	6	7	4	9	3	8	4	6	7	3	4
ENSMUSG00000092279|1500011B03Rik	6	10	6	6	6	12	3	4	4	6	2	4
ENSMUSG00000092280|Gm20411	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092281|Hmg1l1	1	1	2	0	2	3	5	3	1	4	2	6
ENSMUSG00000092283|Gm20412	2	6	3	2	3	7	6	8	9	12	11	6
ENSMUSG00000092284|Gm8801	0	0	0	1	1	0	0	0	1	1	2	1
ENSMUSG00000092285|Vmn1r-ps56	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000092286|Gm20448	0	0	0	2	0	0	2	1	1	0	0	1
ENSMUSG00000092287|Vmn2r-ps77	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092289|Gm6659	0	0	0	0	1	0	0	0	0	1	0	1
ENSMUSG00000092290|Gm20452	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092292|Olfr113	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092293|Gm17919	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092294|Gm18200	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092295|Gm20543	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092296|Gm20454	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092297|Gm4214	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092298|Gm8877	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092300|Cdk3-ps	0	1	0	0	1	0	1	0	1	0	0	3
ENSMUSG00000092301|Gm6887	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000092302|Gm20524	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092303|Vmn1r-ps29	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092304|Gm20530	0	0	0	0	2	0	0	0	0	2	0	1
ENSMUSG00000092305|Prps1l1	0	0	0	0	1	1	2	0	1	0	1	0
ENSMUSG00000092306|Gm20447	0	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000092307|Vmn2r-ps76	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092308|Gm3623	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092309|4930518C09Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092310|Gm20509	63	68	59	59	69	48	64	50	71	75	66	50
ENSMUSG00000092311|Vmn1r-ps26	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092312|Zfp419	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092313|Gm20415	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092314|Gm3563	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092315|Gm20440	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092316|Gm6726	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092317|Gm6633	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000092318|Vmn1r-ps60	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000092322|Gm20408	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092323|BB365896	2	2	0	2	1	4	2	1	1	1	0	2
ENSMUSG00000092325|Gm18284	6	5	3	0	6	18	3	9	2	8	5	9
ENSMUSG00000092326|Vmn1r-ps55	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000092327|Gm20488	4	0	5	8	7	6	1	1	2	2	5	3
ENSMUSG00000092328|Vmn2r-ps57	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000092329|Gm20388	20425	20603	21353	21109	22294	23496	23804	20367	20796	18598	23949	23883
ENSMUSG00000092330|Vmn2r-ps82	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092331|Vmn1r-ps66	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092332|Gm8868	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092335|Gm7221	15	28	20	27	27	26	21	29	30	21	14	26
ENSMUSG00000092336|Vmn1r-ps40	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092338|Mir219-1	1	0	0	0	0	2	2	2	2	0	0	0
ENSMUSG00000092339|Gm4831	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092340|Olfr754-ps1	0	0	0	0	0	1	0	0	0	0	1	1
ENSMUSG00000092341|Malat1	83062	89735	110447	120217	95342	106495	69873	94012	71589	93239	72929	89565
ENSMUSG00000092342|Gm20516	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092343|Gm20525	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092344|Hspe1-ps3	2	0	0	0	0	1	0	0	0	1	0	0
ENSMUSG00000092345|Gm20503	554	537	527	609	449	540	681	568	589	633	615	690
ENSMUSG00000092346|Gm20424	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000092349|BC033916	0	0	0	0	6	0	0	1	0	0	1	1
ENSMUSG00000092350|Vmn1r-ps62	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092351|Vmn1r-ps64	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092352|Vmn2r-ps74	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092353|Gm20539	0	1	0	0	0	1	0	1	0	0	1	0
ENSMUSG00000092354|Gm20548	2	7	3	7	2	1	0	5	1	0	3	2
ENSMUSG00000092355|Gm20514	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092356|Gm20532	462	453	539	519	497	411	550	473	599	437	670	625
ENSMUSG00000092357|Vmn2r-ps83	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092358|Gm20430	3	4	1	1	0	0	1	2	0	0	1	0
ENSMUSG00000092359|Vmn1r-ps68	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092360|Gm20441	1961	2017	2132	2299	2605	3169	4985	3582	3391	3059	4824	5186
ENSMUSG00000092361|Gm20433	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092362|Gm20392	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000092363|Gm20391	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000092364|Gm20476	195	232	205	300	292	278	296	206	219	187	300	389
ENSMUSG00000092365|BC023719	9	13	10	13	24	22	24	16	20	18	15	14
ENSMUSG00000092366|Gm17782	0	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000092367|Gm20479	13	18	15	33	23	17	21	22	16	25	23	26
ENSMUSG00000092368|A930015D03Rik	52	62	51	54	68	71	76	78	68	63	61	78
ENSMUSG00000092369|1700039E22Rik	0	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000092370|Vmn2r-ps58	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092371|Gm20511	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092372|Olfr296-ps1	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000092373|Gm20535	1	3	0	0	2	0	2	4	2	0	3	1
ENSMUSG00000092374|Gm6623	0	0	0	0	1	1	1	0	0	1	0	1
ENSMUSG00000092375|A730060N03Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092376|Gm19203	0	0	0	0	0	0	0	0	0	0	0	0
