"","Gene_name","Sample_CTR1_liver_ZT02","Sample_CTR1_liver_ZT06","Sample_CTR1_liver_ZT10","Sample_CTR1_liver_ZT14","Sample_CTR1_liver_ZT18","Sample_CTR1_liver_ZT22","Sample_CTR2_liver_ZT02","Sample_CTR2_liver_ZT06","Sample_CTR2_liver_ZT10","Sample_CTR2_liver_ZT14","Sample_CTR2_liver_ZT18","Sample_CTR2_liver_ZT22"
"23425","ENSMUSG00000079709|9030025P20Rik",8,8,6,6,8,20,8,7,16,4,9,7
"23426","ENSMUSG00000079710|Gm3417",12,7,2,2,7,5,8,5,10,5,5,4
"23429","ENSMUSG00000079716|Map3k4",18,7,21,9,18,9,16,27,10,2,18,12
"23431","ENSMUSG00000079733|Tmem181b-ps",42,36,18,27,31,17,21,39,48,28,24,22
"23432","ENSMUSG00000079735|Gm2792",44,40,18,31,33,18,25,39,50,28,23,20
"23433","ENSMUSG00000079737|3110001I22Rik",203,138,200,296,214,190,229,192,479,212,210,136
"23439","ENSMUSG00000079845|Xlr4a",2,2,2,2,36,9,29,53,3,53,1,6
"23444","ENSMUSG00000079884|Gm10698",285,224,238,281,215,290,200,196,432,234,209,242
"23445","ENSMUSG00000079889|Gm11951",25,16,12,14,19,24,21,23,21,15,8,30
"23451","ENSMUSG00000079941|Gm11273",306,207,152,151,193,138,176,160,310,127,182,140
"23452","ENSMUSG00000079942|Rpl28-ps3",246,150,114,71,142,90,136,94,226,112,103,130
"23455","ENSMUSG00000079965|Gm14853",38,22,27,29,19,34,19,34,34,16,16,18
"23457","ENSMUSG00000079988|Gm11970",4,2,3,3,9,1,1,4,11,5,2,6
"23458","ENSMUSG00000079993|Gm11799",107,85,91,85,113,74,113,121,225,74,117,85
"23460","ENSMUSG00000080002|Gm5566",76,32,47,27,34,42,32,31,55,32,47,34
"23461","ENSMUSG00000080006|Rps19-ps7",11,10,1,5,9,9,6,5,10,5,11,4
"23462","ENSMUSG00000080021|Gm5915",17,19,10,5,15,14,11,8,27,9,12,17
"23468","ENSMUSG00000080058|Gm11175",77,47,42,24,66,42,66,64,66,27,67,44
"23469","ENSMUSG00000080059|Rps19-ps3",47,24,28,33,26,27,26,22,77,36,21,32
"23477","ENSMUSG00000080115|Mettl21b",19,2,0,2,3,0,9,1,0,7,5,2
"23487","ENSMUSG00000080198|Gm13573",511,464,294,352,376,527,323,447,738,382,356,528
"23492","ENSMUSG00000080237|Gm14239",25,20,25,25,24,16,18,17,21,18,17,22
"23494","ENSMUSG00000080242|Gm15487",155,93,96,78,106,81,72,72,164,87,86,74
"23498","ENSMUSG00000080268|Brms1",468,413,380,496,438,431,410,402,760,430,500,345
"23504","ENSMUSG00000080316|Ncrna00085",179,178,186,165,255,197,119,134,296,206,246,116
"23512","ENSMUSG00000080342|AC132367.1",6,5,9,8,8,7,2,5,11,5,6,3
"23519","ENSMUSG00000080352|SNORD88",21,16,10,15,16,13,13,13,37,18,23,7
"23525","ENSMUSG00000080364|SNORA77",57,28,21,19,33,46,38,40,64,45,52,32
"23526","ENSMUSG00000080365|SNORA79",320,174,332,349,208,248,330,242,720,315,324,228
"23530","ENSMUSG00000080370|SNORA42",19,6,6,11,6,7,10,6,20,7,16,9
"23531","ENSMUSG00000080374|AL845466.1",40,25,19,21,31,31,21,37,26,17,42,20
"23536","ENSMUSG00000080384|U6atac",11,4,7,9,9,9,5,8,9,6,5,4
"23541","ENSMUSG00000080396|Snord111",43,24,24,27,31,28,43,34,50,30,26,34
"23546","ENSMUSG00000080408|AC121814.1",7,15,4,6,3,7,7,12,9,10,10,12
"23551","ENSMUSG00000080413|U6atac",14,4,7,9,8,11,3,16,16,6,6,15
"23554","ENSMUSG00000080416|AL646096.1",53,36,38,17,28,46,32,38,62,32,18,41
"23566","ENSMUSG00000080440|SNORA79",47,42,48,48,45,45,45,33,90,40,41,30
"23567","ENSMUSG00000080441|Mir1249",16,23,18,12,14,10,24,17,24,7,26,16
"23572","ENSMUSG00000080452|Mir1306",6,24,17,20,19,21,21,30,42,21,25,20
"23573","ENSMUSG00000080454|AC155262.1",6,8,3,8,14,10,11,2,20,6,8,15
"23574","ENSMUSG00000080455|AC192711.1",56,19,17,21,31,18,53,32,68,34,37,46
"23576","ENSMUSG00000080461|SNORA11",4,4,7,3,9,7,8,11,9,3,5,3
"23577","ENSMUSG00000080463|SNORD75",312,314,237,270,296,209,302,283,641,238,282,273
"23578","ENSMUSG00000080465|SNORD94",884,562,537,675,602,662,790,669,1921,1009,641,487
"23581","ENSMUSG00000080469|Snord98",13,19,18,22,28,27,22,11,40,28,27,21
"23582","ENSMUSG00000080473|AC024607.1",33,22,25,31,18,25,34,22,55,20,25,13
"23585","ENSMUSG00000080478|Snord23",58,67,66,77,53,56,62,84,136,77,43,61
"23588","ENSMUSG00000080485|AC129021.1",4,12,5,9,8,4,8,9,13,7,13,7
"23589","ENSMUSG00000080486|Snord100",707,608,449,470,586,668,659,624,1243,496,467,536
"23605","ENSMUSG00000080518|SNORD111",24,33,25,20,21,18,26,30,51,24,14,18
"23611","ENSMUSG00000080527|AC160528.1",10,10,7,6,8,5,10,12,17,10,10,11
"23613","ENSMUSG00000080530|mmu-mir-1194",9,10,2,0,7,3,8,1,4,11,9,5
"23614","ENSMUSG00000080533|Mir1191",4,4,5,2,4,2,6,8,11,5,3,3
"23617","ENSMUSG00000080538|U6atac",61,33,58,38,32,35,56,25,97,57,36,43
"23619","ENSMUSG00000080540|SNORA50",15,15,10,20,17,17,20,18,42,13,35,22
"23620","ENSMUSG00000080542|U4atac",40,32,9,12,33,21,26,28,27,14,25,30
"23621","ENSMUSG00000080543|AC127028.1",16,10,15,14,14,15,16,13,15,6,11,18
"23622","ENSMUSG00000080544|CPEB3_ribozyme",9,7,7,10,2,8,5,6,12,5,2,1
"23624","ENSMUSG00000080547|AL928581.1",22,23,25,23,8,20,15,26,40,20,19,12
"23652","ENSMUSG00000080610|Snord110",14,15,15,16,21,13,29,6,30,17,15,10
"23655","ENSMUSG00000080615|Snord99",18,21,22,30,12,19,23,13,26,17,25,15
"23657","ENSMUSG00000080622|SNORA11",28,18,24,27,24,31,12,25,37,21,30,20
"23660","ENSMUSG00000080626|Mir1192",34,41,45,37,51,29,36,60,92,33,35,45
"23663","ENSMUSG00000080632|AC098726.1",35,28,28,30,38,35,35,38,87,57,31,24
"23667","ENSMUSG00000080645|Mir1198",18,8,11,10,21,12,9,6,13,14,15,8
"23677","ENSMUSG00000080662|Mir1b",77,57,45,48,82,40,45,41,93,40,53,32
"23690","ENSMUSG00000080683|SNORD88",11,4,12,16,1,7,9,6,36,9,9,9
"23700","ENSMUSG00000080700|Gm15981",24,21,8,14,25,11,7,7,17,21,9,16
"23703","ENSMUSG00000080704|Gm6031",2,0,0,3,4,2,1,5,12,2,1,3
"23707","ENSMUSG00000080708|Ccnd3-ps",14,3,6,6,5,6,4,3,4,2,8,3
"23714","ENSMUSG00000080715|Gm5406",29,18,11,5,10,11,12,11,18,6,14,24
"23716","ENSMUSG00000080717|B230307C23Rik",73,56,46,71,59,72,81,69,116,57,78,41
"23717","ENSMUSG00000080718|Gm8019",8,4,4,2,7,1,6,5,16,8,15,1
"23725","ENSMUSG00000080727|C920021L13Rik",21,27,25,32,26,27,28,26,51,24,46,15
"23729","ENSMUSG00000080731|Rps2-ps9",12,5,3,3,13,2,6,6,13,3,13,5
"23736","ENSMUSG00000080738|Mup-ps22",13,11,11,8,12,6,5,6,5,7,4,4
"23738","ENSMUSG00000080740|Gm15013",66,45,32,29,38,35,40,44,57,28,42,31
"23739","ENSMUSG00000080741|Gm11398",35,17,8,13,53,12,9,18,7,10,72,13
"23743","ENSMUSG00000080746|Rpsa-ps12",57,43,32,22,31,42,37,22,73,22,29,36
"23764","ENSMUSG00000080768|Gm12219",19,10,5,5,16,7,13,9,13,4,8,14
"23767","ENSMUSG00000080772|Gm12543",32,20,41,42,31,40,44,28,67,19,25,23
"23768","ENSMUSG00000080773|Gm12955",2,8,2,11,1,7,5,5,14,5,6,4
"23769","ENSMUSG00000080774|Gm9143",28,17,11,16,13,15,25,19,28,11,9,12
"23770","ENSMUSG00000080775|Gm6368",158,79,43,40,113,69,58,61,96,47,75,55
"23771","ENSMUSG00000080776|Gm12174",208,162,151,131,130,142,117,128,233,106,110,142
"23774","ENSMUSG00000080779|Gm8731",1,2,3,1,5,5,1,4,11,2,4,4
"23781","ENSMUSG00000080788|Gm7841",31,7,3,5,9,4,6,9,13,8,8,15
"23786","ENSMUSG00000080793|Cbx3-ps3",2,7,12,1,4,9,4,10,17,1,3,4
"23794","ENSMUSG00000080801|Gm13310",9,5,4,1,6,5,6,3,18,8,4,8
"23802","ENSMUSG00000080810|Gm11737",90,58,52,53,64,49,39,52,93,63,57,38
"23803","ENSMUSG00000080811|Gm14513",8,2,7,7,2,6,3,4,14,3,7,8
"23814","ENSMUSG00000080823|Gm11477",45,24,22,20,16,18,22,19,48,24,18,37
"23822","ENSMUSG00000080832|M6pr-ps",74,35,40,33,42,42,34,38,64,36,34,38
"23826","ENSMUSG00000080836|Gm6444",93,51,42,38,64,45,40,36,110,46,62,48
"23827","ENSMUSG00000080839|Gm11625",59,14,17,14,30,20,26,23,39,18,39,21
"23828","ENSMUSG00000080840|Gm11349",6,4,8,2,8,2,7,6,15,5,6,3
"23833","ENSMUSG00000080845|Gm9115",18,8,10,21,30,20,11,10,31,20,20,12
"23836","ENSMUSG00000080848|Gm9385",519,377,394,406,367,411,351,378,833,331,394,377
"23846","ENSMUSG00000080862|Gm14523",12,9,12,10,5,8,6,12,20,8,11,7
"23852","ENSMUSG00000080869|Gm11856",6,0,1,5,2,2,3,1,11,2,7,3
"23853","ENSMUSG00000080870|Gm14111",3,0,5,7,4,4,2,3,13,4,2,6
"23856","ENSMUSG00000080873|Rpl30-ps3",11,3,3,5,10,3,9,5,14,4,4,6
"23858","ENSMUSG00000080875|Gm7332",42,21,26,32,31,17,25,23,56,43,30,20
"23860","ENSMUSG00000080877|Rpl22-ps1",72,66,38,44,41,52,54,64,110,48,72,70
"23864","ENSMUSG00000080885|Rpl10-ps6",139,104,128,88,109,161,168,106,196,136,149,128
"23872","ENSMUSG00000080893|Gm15920",88,74,51,63,61,68,65,77,118,71,83,46
"23875","ENSMUSG00000080896|Gm14567",31,15,23,29,13,35,14,13,45,17,14,14
"23879","ENSMUSG00000080902|Gm11226",20,19,10,7,11,10,10,7,19,9,14,9
"23881","ENSMUSG00000080904|Gm11966",68,63,42,48,51,53,49,52,117,52,48,41
"23896","ENSMUSG00000080921|Rpl38-ps2",393,314,333,312,354,331,328,277,721,277,387,375
"23902","ENSMUSG00000080928|Hmgb1-ps6",20,20,12,7,23,10,9,11,21,11,18,20
"23905","ENSMUSG00000080932|Gm10224",75,39,43,29,35,30,51,32,73,44,48,55
"23908","ENSMUSG00000080935|Got2-ps1",436,310,341,259,261,256,319,289,538,227,249,234
"23910","ENSMUSG00000080937|Gm13510",8,5,3,6,14,3,4,12,8,4,2,3
"23914","ENSMUSG00000080941|Gm16056",16,11,5,7,12,12,7,20,29,19,6,12
"23915","ENSMUSG00000080942|Gm14556",8,2,3,2,15,6,1,8,8,5,6,3
"23917","ENSMUSG00000080944|Gm12967",2,2,0,2,3,6,3,0,13,2,4,2
"23918","ENSMUSG00000080946|Gm12985",9,6,11,11,6,3,10,14,22,4,10,11
"23922","ENSMUSG00000080950|Gm7278",6,12,9,9,10,11,7,11,20,9,11,15
"23923","ENSMUSG00000080951|Gm12208",67,52,54,54,71,54,64,66,116,60,52,44
"23929","ENSMUSG00000080957|Gm15739",39,43,32,37,38,27,38,37,69,31,51,32
"23937","ENSMUSG00000080966|Gm6263",41,38,19,22,25,21,18,23,45,23,23,19
"23939","ENSMUSG00000080968|Gm1862",24,9,28,16,26,14,18,17,29,16,16,13
"23940","ENSMUSG00000080969|Gm12372",6,5,7,7,8,3,6,2,12,5,7,5
"23942","ENSMUSG00000080971|Gm16128",56,65,48,43,72,56,53,65,144,51,72,55
"23943","ENSMUSG00000080972|Gm16061",12,7,16,15,16,12,14,14,24,14,21,7
"23946","ENSMUSG00000080977|Gm13772",99,65,54,29,59,43,64,49,112,67,79,39
"23948","ENSMUSG00000080979|Gm13675",16,9,10,3,10,6,8,7,6,10,6,10
"23950","ENSMUSG00000080981|Gm12161",8,13,10,13,13,7,11,14,25,5,11,20
"23951","ENSMUSG00000080982|Gm13549",23,8,14,10,20,9,24,9,17,8,26,19
"23957","ENSMUSG00000080989|Gm14048",54,53,39,34,30,49,38,58,71,38,55,39
"23972","ENSMUSG00000081005|Gm13198",10,10,10,8,11,9,14,8,25,12,18,8
"23987","ENSMUSG00000081021|Gm11964",121,81,69,96,105,68,82,77,169,98,84,98
"24004","ENSMUSG00000081043|Gm11512",494,311,252,258,383,257,407,357,625,313,354,313
"24007","ENSMUSG00000081046|Gm12846",18,12,10,3,23,6,6,10,15,5,9,10
"24010","ENSMUSG00000081049|Rps24-ps3",116,85,66,60,102,62,56,57,153,69,49,72
"24012","ENSMUSG00000081051|Gm15427",460,437,355,433,403,384,367,397,758,348,357,366
"24014","ENSMUSG00000081053|Mup-ps17",6,8,4,1,6,6,3,5,15,1,4,10
"24015","ENSMUSG00000081054|Gm12025",34,18,8,8,11,7,7,9,20,14,15,17
"24019","ENSMUSG00000081058|Hist2h3c2",80,25,13,26,101,31,27,26,26,20,106,43
"24020","ENSMUSG00000081059|Gm11945",15,22,9,19,17,19,17,13,44,19,23,21
"24028","ENSMUSG00000081067|Gm12912",27,10,9,9,11,8,9,9,29,14,21,11
"24031","ENSMUSG00000081070|Gm13181",23,18,20,18,13,14,2,20,22,7,11,14
"24032","ENSMUSG00000081071|Gm9836",5,3,6,2,3,5,1,3,12,3,2,2
"24035","ENSMUSG00000081076|Rpsa-ps4",39,25,28,13,31,21,18,18,25,21,20,26
"24043","ENSMUSG00000081084|Gm5638",162,111,85,82,134,70,74,62,167,100,147,98
"24045","ENSMUSG00000081086|Gm9506",16,7,12,3,14,7,10,10,8,11,12,9
"24046","ENSMUSG00000081087|Rps15a-ps7",62,59,36,50,41,44,38,36,96,36,31,54
"24050","ENSMUSG00000081093|Gm12565",37,29,21,27,24,21,22,29,55,29,29,29
"24051","ENSMUSG00000081094|Rpl19-ps11",416,321,274,339,351,366,268,349,609,306,288,281
"24057","ENSMUSG00000081100|Gm14630",122,52,55,54,91,39,76,67,138,63,107,72
"24059","ENSMUSG00000081103|Rps12-ps26",25,13,17,18,14,12,24,19,25,11,11,10
"24066","ENSMUSG00000081111|Gm5913",103,64,43,46,39,49,45,46,70,47,50,38
"24068","ENSMUSG00000081113|Gm7308",69,36,25,33,23,33,40,23,57,35,27,28
"24076","ENSMUSG00000081121|Gm12791",21,19,21,9,13,23,12,13,29,13,18,15
"24081","ENSMUSG00000081126|Gm15784",20,12,9,14,11,10,8,18,15,15,13,11
"24083","ENSMUSG00000081128|Gm13328",61,43,33,34,41,41,38,38,71,31,35,47
"24105","ENSMUSG00000081152|Gm12430",6,3,1,7,0,2,2,3,12,2,13,1
"24109","ENSMUSG00000081156|Gm14425",95,79,77,79,77,73,89,88,184,80,72,95
"24110","ENSMUSG00000081157|Gm13552",34,24,20,15,19,23,30,22,44,14,27,28
"24111","ENSMUSG00000081158|Gm13521",15,18,5,8,5,8,4,9,4,10,9,9
"24112","ENSMUSG00000081159|Gm6023",15,14,22,12,15,7,11,12,30,16,11,16
"24117","ENSMUSG00000081164|Gm8722",51,19,21,32,29,22,15,19,56,34,22,16
"24129","ENSMUSG00000081176|H3f3a-ps2",7,5,11,7,13,10,7,3,16,4,4,5
"24131","ENSMUSG00000081179|Gm13136",31,11,18,9,20,19,16,23,20,13,15,6
"24137","ENSMUSG00000081185|Gm4852",7,2,7,11,10,4,1,6,12,9,13,3
"24139","ENSMUSG00000081187|3110067C02Rik",14,5,7,5,8,7,1,5,14,3,10,5
"24141","ENSMUSG00000081189|Gm12725",27,24,21,22,22,24,25,27,37,17,12,24
"24153","ENSMUSG00000081207|Gm13775",1021,898,742,1005,453,401,522,1042,1351,645,427,407
"24154","ENSMUSG00000081208|Gm11400",113,85,70,82,113,87,75,103,168,77,109,77
"24160","ENSMUSG00000081214|Rpl35a-ps2",1,9,4,11,4,2,5,7,11,4,2,4
"24167","ENSMUSG00000081221|Gm14760",18,4,17,3,5,6,5,4,18,7,6,15
"24169","ENSMUSG00000081223|Gm12247",24,28,37,25,29,24,28,22,59,31,36,45
"24172","ENSMUSG00000081226|Gm8802",4,0,1,1,5,4,1,1,2,3,5,11
"24174","ENSMUSG00000081228|Gm16089",196,153,110,145,172,124,228,169,334,161,238,115
"24178","ENSMUSG00000081232|Gm14373",115,85,100,91,83,95,105,88,185,95,88,81
"24182","ENSMUSG00000081236|Gm13574",11,17,5,8,6,11,10,20,6,8,5,12
"24185","ENSMUSG00000081239|Gm11836",49,36,17,13,31,29,27,27,33,25,23,34
"24193","ENSMUSG00000081249|Gm11517",11,7,4,3,4,11,3,4,15,5,2,10
"24195","ENSMUSG00000081251|Gm12164",320,220,197,143,250,155,201,192,508,208,259,191
"24198","ENSMUSG00000081254|Gm12112",6,8,6,5,4,4,1,3,11,5,11,5
"24199","ENSMUSG00000081255|Gm5380",19,13,2,4,4,3,3,3,6,1,6,3
"24201","ENSMUSG00000081257|Gm13607",22,22,29,24,25,32,7,29,35,21,10,22
"24205","ENSMUSG00000081261|Gm15370",174,135,181,170,200,143,155,198,329,170,168,104
"24215","ENSMUSG00000081272|Gm13509",501,510,473,533,421,576,537,560,1044,446,408,471
"24220","ENSMUSG00000081277|Gm15285",52,25,42,44,32,37,33,38,87,48,45,46
"24221","ENSMUSG00000081278|Gm13186",3,5,6,1,12,5,8,3,8,10,5,4
"24224","ENSMUSG00000081281|Gm6274",42,32,25,16,26,20,21,15,36,20,21,32
"24232","ENSMUSG00000081289|Gm14857",21,16,29,14,15,7,13,17,50,20,14,9
"24250","ENSMUSG00000081308|Gm14480",5,2,5,4,5,3,6,0,18,2,8,4
"24261","ENSMUSG00000081319|Gm12936",9,5,2,2,8,5,7,4,11,8,7,8
"24272","ENSMUSG00000081331|Gm15151",28,14,1,10,12,9,9,7,13,10,8,5
"24273","ENSMUSG00000081332|Gm12664",3,8,5,8,16,8,11,6,28,8,5,16
"24278","ENSMUSG00000081339|Gm16044",17,9,6,8,13,10,24,14,25,14,19,14
"24283","ENSMUSG00000081344|Gm14303",618,461,466,484,546,566,559,547,1007,428,444,474
"24296","ENSMUSG00000081359|Gm15683",8,11,6,8,1,5,10,4,9,7,6,10
"24305","ENSMUSG00000081370|Gm9105",6,11,7,6,8,7,3,7,17,9,7,4
"24307","ENSMUSG00000081373|Gm16436",20,11,17,15,14,13,16,8,32,20,12,16
"24309","ENSMUSG00000081375|Gm14686",24,18,12,22,25,12,21,5,24,7,32,12
"24310","ENSMUSG00000081376|Gm11694",38,19,12,8,18,10,33,17,30,18,52,35
"24312","ENSMUSG00000081378|Rps13-ps4",29,17,5,18,20,20,9,20,22,11,22,16
"24315","ENSMUSG00000081382|Rpl18-ps1",94,47,40,21,38,32,51,57,83,43,45,55
"24324","ENSMUSG00000081394|Gm13215",101,49,57,33,57,73,59,53,169,50,64,81
"24330","ENSMUSG00000081400|Gm13680",169,166,131,133,137,147,141,142,289,144,125,123
"24332","ENSMUSG00000081402|Gm15455",47,15,12,13,30,17,20,11,38,13,39,22
"24334","ENSMUSG00000081404|Gm15694",48,34,35,33,37,37,41,29,63,30,40,36
"24335","ENSMUSG00000081405|Gm13142",105,79,72,68,75,73,71,68,115,76,70,73
"24336","ENSMUSG00000081406|Rps6-ps4",198,201,160,170,153,197,132,160,322,122,112,125
"24342","ENSMUSG00000081413|Gm14088",19,12,15,8,21,12,10,17,25,8,8,16
"24345","ENSMUSG00000081416|Gm14383",27,22,15,20,19,31,21,17,37,13,17,22
"24347","ENSMUSG00000081418|Gm14830",28,26,12,17,28,20,17,18,57,18,22,22
"24355","ENSMUSG00000081428|Tpt1-ps2",11,3,3,1,3,5,4,4,14,6,5,5
"24356","ENSMUSG00000081429|Gm11603",14,4,1,0,5,4,0,3,5,5,5,4
"24357","ENSMUSG00000081431|Gm15483",38,28,27,21,30,40,43,35,69,19,30,46
"24360","ENSMUSG00000081434|Gm14165",84,44,50,34,54,36,43,53,104,45,49,66
"24367","ENSMUSG00000081441|Gm6161",77,84,63,62,42,81,82,85,149,68,46,75
"24377","ENSMUSG00000081451|Gm12734",12,13,11,14,10,12,15,17,13,5,9,10
"24379","ENSMUSG00000081453|Gm6767",320,201,215,170,180,186,158,212,438,167,190,195
"24381","ENSMUSG00000081456|Gm7781",15,10,7,2,9,1,2,7,11,7,3,10
"24382","ENSMUSG00000081457|Gm13488",6,5,5,6,10,2,8,6,13,3,11,5
"24384","ENSMUSG00000081459|Gm12952",15,7,5,8,8,5,7,7,10,14,8,7
"24386","ENSMUSG00000081461|Rpl30-ps11",21,4,8,2,6,4,13,8,12,7,16,11
"24395","ENSMUSG00000081473|Gm4853",64,30,30,44,35,23,44,38,71,28,57,49
"24398","ENSMUSG00000081476|Itpa-ps1",77,77,42,64,81,79,55,64,114,54,69,47
"24401","ENSMUSG00000081480|Gm13608",26,8,26,24,25,17,16,17,13,8,13,7
"24405","ENSMUSG00000081485|Gm12338",510,425,379,552,478,412,463,463,943,423,456,323
"24407","ENSMUSG00000081487|Gm13689",115,89,99,111,98,91,104,98,193,90,88,87
"24408","ENSMUSG00000081488|Gm15368",311,244,265,260,302,223,244,305,537,261,256,176
"24411","ENSMUSG00000081491|Gm12778",14,25,8,17,15,11,9,19,28,14,8,12
"24430","ENSMUSG00000081512|Gm15821",16,7,3,2,4,10,8,11,3,5,3,6
"24437","ENSMUSG00000081519|Gm13331",95,73,77,68,72,61,74,58,126,58,64,71
"24438","ENSMUSG00000081520|Gm16200",39,20,30,25,27,23,29,25,38,24,16,34
"24450","ENSMUSG00000081534|Slc48a1",1028,1113,1078,1117,1007,1085,1051,1385,2311,992,1110,1008
"24451","ENSMUSG00000081535|Gm15453",10,34,33,32,24,30,20,32,81,36,26,24
"24456","ENSMUSG00000081540|Gm12538",28,13,15,6,11,14,10,11,19,8,10,12
"24460","ENSMUSG00000081544|Gm13077",22,15,12,6,5,5,7,14,13,7,13,13
"24466","ENSMUSG00000081552|Gm12328",21,11,10,6,6,9,10,13,13,6,8,8
"24467","ENSMUSG00000081553|Gm12699",19,10,16,12,20,13,19,16,36,11,10,18
"24471","ENSMUSG00000081559|Gm12411",8,9,12,16,10,11,16,12,22,8,12,8
"24474","ENSMUSG00000081562|Gm11575",71,54,31,36,66,63,34,33,64,39,49,50
"24480","ENSMUSG00000081568|Gm15032",5,4,3,1,11,9,4,1,3,3,5,5
"24484","ENSMUSG00000081572|Gm14138",20,9,6,10,14,15,6,9,25,8,6,13
"24486","ENSMUSG00000081574|Gm14429",4,6,8,15,6,3,1,6,13,7,1,5
"24487","ENSMUSG00000081575|Gm12090",78,59,40,30,63,49,65,56,103,43,58,63
"24511","ENSMUSG00000081600|Gm12286",30,19,21,17,18,16,13,27,38,15,27,21
"24513","ENSMUSG00000081602|Gm15369",304,232,262,264,325,212,219,282,528,248,250,184
"24514","ENSMUSG00000081603|Gm14681",82,88,98,95,70,72,75,81,202,83,65,69
"24515","ENSMUSG00000081604|Gm11518",32,22,27,15,19,23,7,11,31,22,15,12
"24522","ENSMUSG00000081611|Gm13651",31,26,10,12,19,11,16,23,27,11,8,16
"24525","ENSMUSG00000081614|Gm9436",14,4,4,7,11,5,8,2,3,6,9,5
"24531","ENSMUSG00000081620|Gm14633",44,24,21,23,43,27,21,27,60,29,35,49
"24538","ENSMUSG00000081627|Gm13158",3,2,4,0,2,0,2,2,11,0,4,2
"24540","ENSMUSG00000081629|Eif3s6-ps1",11,8,8,6,7,5,8,7,12,8,2,3
"24544","ENSMUSG00000081633|Gm8522",28,22,25,24,37,33,19,26,57,31,25,22
"24550","ENSMUSG00000081640|Rplp0-ps1",93,52,40,35,57,51,46,52,100,46,60,63
"24552","ENSMUSG00000081642|Gm13532",54,44,28,33,32,46,35,45,91,45,37,55
"24553","ENSMUSG00000081643|Gm11605",60,39,41,23,32,41,28,41,65,32,27,24
"24556","ENSMUSG00000081648|Gm13423",14,20,10,15,4,10,7,8,20,13,8,12
"24559","ENSMUSG00000081651|Gm15530",7,7,9,7,14,6,6,8,15,11,17,6
"24564","ENSMUSG00000081657|Gm15466",98,84,53,71,75,65,51,87,152,72,66,60
"24567","ENSMUSG00000081660|Gm11787",23,12,17,7,13,11,9,6,20,16,8,21
"24568","ENSMUSG00000081661|Gm14450",16,9,5,10,9,1,6,5,10,1,16,6
"24571","ENSMUSG00000081664|Gm15544",10,6,5,3,5,5,5,12,5,1,5,3
"24572","ENSMUSG00000081665|Gm15922",7,23,4,18,9,14,14,12,14,8,11,13
"24576","ENSMUSG00000081669|Npm3-ps1",23,16,18,14,20,15,18,18,18,18,11,10
"24580","ENSMUSG00000081673|Gm14794",8,3,7,6,2,8,7,7,19,8,5,2
"24582","ENSMUSG00000081675|Gm12712",22,17,11,8,23,7,19,16,26,14,20,29
"24590","ENSMUSG00000081684|Rps2-ps13",14,8,8,11,4,9,4,6,16,4,3,5
"24596","ENSMUSG00000081690|Gm12317",14,19,6,7,21,13,25,16,23,8,24,23
"24598","ENSMUSG00000081692|Gm15971",29,4,12,7,17,11,15,18,26,11,15,11
"24606","ENSMUSG00000081700|Gm14337",18,14,3,7,7,2,9,10,20,3,4,8
"24608","ENSMUSG00000081703|Gm6285",16,13,11,8,8,10,11,11,26,12,19,18
"24611","ENSMUSG00000081706|Gm7927",1,3,4,1,0,3,3,0,13,1,3,7
"24618","ENSMUSG00000081715|Rps11-ps3",23,7,10,5,10,8,11,2,5,8,13,10
"24621","ENSMUSG00000081718|Gm8261",16,7,17,14,15,10,5,7,30,10,7,6
"24629","ENSMUSG00000081729|Hspa9-ps1",129,94,76,60,114,64,96,58,157,60,80,62
"24630","ENSMUSG00000081730|Gm13785",13,14,12,6,18,12,15,9,4,7,14,12
"24631","ENSMUSG00000081731|Gm14078",31,9,8,4,20,11,9,9,11,6,8,9
"24632","ENSMUSG00000081732|Gm15495",22,12,12,10,13,14,15,12,24,7,15,8
"24633","ENSMUSG00000081733|Gm12852",7,8,8,10,14,1,10,7,11,4,11,4
"24639","ENSMUSG00000081739|Mdm4-ps",36,12,16,10,7,11,16,17,21,18,11,16
"24640","ENSMUSG00000081740|Gm14279",44,25,25,28,25,17,29,31,63,24,35,30
"24645","ENSMUSG00000081745|Gm15549",13,8,15,10,34,14,14,18,18,12,11,12
"24651","ENSMUSG00000081751|Gm14251",20,8,7,17,8,16,7,5,23,6,6,21
"24652","ENSMUSG00000081752|Gm14680",29,19,24,26,36,21,15,15,49,26,26,14
"24653","ENSMUSG00000081755|Gm12574",11,16,8,4,5,11,4,6,20,6,9,12
"24659","ENSMUSG00000081763|Gm9435",3,10,8,5,8,1,5,10,11,6,4,6
"24664","ENSMUSG00000081769|Gm12216",28,41,23,20,20,28,15,38,29,13,30,23
"24667","ENSMUSG00000081772|Gm13131",39,19,27,26,25,22,9,10,50,19,20,21
"24679","ENSMUSG00000081787|Gm13991",41,36,39,37,29,38,22,38,51,41,30,20
"24680","ENSMUSG00000081788|Gm5898",72,73,56,47,33,58,59,50,103,40,33,45
"24681","ENSMUSG00000081789|Gm11893",40,22,23,19,36,18,16,24,52,17,32,19
"24686","ENSMUSG00000081797|Gm8662",12,1,3,8,4,2,3,8,13,3,4,6
"24689","ENSMUSG00000081800|Gm14200",9,2,3,4,11,7,10,7,10,9,6,11
"24693","ENSMUSG00000081805|Gm14335",76,76,64,59,63,85,63,93,145,63,72,68
