Gene_name	Exon_length	Sample_CTR2_liver_ZT14_F	Sample_CTR2_liver_ZT18_F	Sample_CTR2_liver_ZT22_F	Sample_CTR1_liver_ZT02_F	Sample_CTR1_liver_ZT06_F	Sample_CTR1_liver_ZT10_F	Sample_CTR1_liver_ZT14_F	Sample_CTR1_liver_ZT18_F	Sample_CTR1_liver_ZT22_F	Sample_CTR2_liver_ZT02_F	Sample_CTR2_liver_ZT06_F	Sample_CTR2_liver_ZT10_F	Sample_GFM2_liver_ZT14_F	Sample_GFM2_liver_ZT18_F	Sample_GFM2_liver_ZT22_F	Sample_GFM1_liver_ZT02_F	Sample_GFM1_liver_ZT06_F	Sample_GFM1_liver_ZT10_F	Sample_GFM1_liver_ZT14_F	Sample_GFM1_liver_ZT18_F	Sample_GFM1_liver_ZT22_F	Sample_GFM2_liver_ZT02_F	Sample_GFM2_liver_ZT06_F	Sample_GFM2_liver_ZT10_F
28002	ENSMUSG00000085576|Dpy19l2	4084	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	2	0
28003	ENSMUSG00000085577|Mageb6-ps	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28004	ENSMUSG00000085578|Gm11527	596	0	1	0	0	1	3	1	1	1	0	0	0	1	3	5	4	1	0	1	2	1	1	1	2
28005	ENSMUSG00000085579|Gm12066	707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
28006	ENSMUSG00000085580|1700061F12Rik	876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28007	ENSMUSG00000085581|Gm12786	644	0	1	3	3	2	1	0	5	2	2	3	0	0	1	0	1	1	1	0	0	0	1	2	1
28008	ENSMUSG00000085582|3110099E03Rik	2935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28009	ENSMUSG00000085583|Gm15676	799	1	2	0	2	0	3	0	2	1	6	6	2	2	0	1	1	3	2	1	4	0	1	0	1
28010	ENSMUSG00000085584|Rgag1	4142	0	0	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0
28011	ENSMUSG00000085585|Gm12223	903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28012	ENSMUSG00000085586|Gm11613	1971	4	10	15	18	4	16	4	12	10	12	10	4	13	11	5	15	12	14	9	15	10	4	10	13
28013	ENSMUSG00000085587|Gm14493	959	9	10	23	19	13	41	13	57	17	58	22	32	39	16	37	55	9	18	93	20	19	19	15	23
28014	ENSMUSG00000085588|3110004A20Rik	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28015	ENSMUSG00000085589|A430078I02Rik	2614	9	2	9	4	5	6	7	6	2	3	2	9	2	0	1	4	4	3	10	2	2	1	1	2
28016	ENSMUSG00000085590|Gm13789	1943	3	0	1	1	1	3	0	1	1	1	0	1	2	2	3	1	0	0	0	2	2	2	1	0
28017	ENSMUSG00000085591|Gm13479	4722	3	0	1	2	2	2	0	1	3	2	0	1	0	0	1	1	3	1	0	1	1	1	2	1
28018	ENSMUSG00000085592|Gm16321	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
28019	ENSMUSG00000085593|4930589P08Rik	1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28020	ENSMUSG00000085594|Gm11551	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28021	ENSMUSG00000085595|Gm16090	4913	17	12	10	9	9	24	9	27	23	23	6	40	26	8	9	25	15	27	13	23	18	28	23	21
28022	ENSMUSG00000085596|Gm11476	2495	1	1	2	2	1	1	0	1	4	5	4	3	3	2	2	1	3	2	1	4	0	5	6	3
28023	ENSMUSG00000085598|Gm14715	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28024	ENSMUSG00000085599|Gm13449	2250	5	8	15	9	6	9	10	21	17	21	9	22	28	15	24	38	25	34	25	27	21	49	34	24
28025	ENSMUSG00000085600|E330012B07Rik	2850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28026	ENSMUSG00000085601|Gm4969	4041	2	2	0	0	1	2	0	2	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0
28027	ENSMUSG00000085603|Gm11346	2832	5	5	2	1	10	6	1	6	3	7	7	5	2	3	5	11	7	6	1	2	5	3	7	3
28028	ENSMUSG00000085604|Gm11547	2664	2	0	3	3	0	1	1	2	1	2	3	2	0	1	4	5	0	1	0	1	0	1	1	0
28029	ENSMUSG00000085606|Gm15792	869	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
28030	ENSMUSG00000085608|Gm16354	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28031	ENSMUSG00000085609|1700016P03Rik	2106	4	1	2	0	0	1	0	2	0	1	0	0	0	0	1	4	0	0	0	1	0	0	2	2
28032	ENSMUSG00000085610|Gm14747	984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28033	ENSMUSG00000085611|Ap3s1-ps1	760	9	10	4	9	14	7	10	13	7	5	5	6	9	6	6	11	10	6	5	9	8	2	11	5
28034	ENSMUSG00000085612|Gm15868	596	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
28035	ENSMUSG00000085614|1700123M08Rik	3147	1	6	5	12	2	4	0	0	2	4	1	1	3	0	2	6	5	9	5	2	6	1	0	1
28036	ENSMUSG00000085615|A330035P11Rik	3203	61	72	85	85	43	86	89	44	59	71	72	62	90	42	42	43	52	52	56	71	40	62	84	65
28037	ENSMUSG00000085616|Gm13850	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28038	ENSMUSG00000085618|Gm11466	291	0	0	1	1	0	2	1	0	2	0	5	1	0	0	3	0	0	1	0	0	0	1	0	0
28039	ENSMUSG00000085619|4930555B12Rik	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28040	ENSMUSG00000085620|G630018N14Rik	886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28041	ENSMUSG00000085622|3110056K07Rik	3634	91	92	121	77	81	75	81	101	90	97	56	89	68	74	66	84	74	63	59	84	65	63	85	68
28042	ENSMUSG00000085623|Gm16041	3725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28043	ENSMUSG00000085624|Gm14573	451	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
28044	ENSMUSG00000085625|Gm8813	595	14	23	25	20	25	35	15	21	20	21	19	25	30	16	24	26	16	18	13	18	21	22	21	28
28045	ENSMUSG00000085626|Gm12898	1642	1	1	3	0	2	0	0	6	5	2	1	0	3	0	3	4	5	5	4	1	5	4	2	1
28046	ENSMUSG00000085627|Gm11222	738	2	5	3	2	3	2	3	1	5	3	5	0	2	0	3	0	1	4	0	1	1	1	4	4
28047	ENSMUSG00000085628|D630032N06Rik	635	21	25	21	21	25	24	8	21	17	26	24	12	23	5	10	15	13	25	11	11	14	11	11	16
28048	ENSMUSG00000085629|Gm11697	716	0	0	0	3	1	2	0	1	6	4	1	1	2	0	1	2	1	0	0	0	2	4	6	2
28049	ENSMUSG00000085630|Gm11795	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28050	ENSMUSG00000085631|9630028H03Rik	9182	3	3	2	1	1	4	3	2	5	3	4	11	12	2	7	13	4	4	6	2	2	8	7	4
28051	ENSMUSG00000085632|Gm12381	3108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28052	ENSMUSG00000085633|4930580A09Rik	696	3	3	3	1	2	3	3	1	2	6	2	0	1	3	2	1	5	2	2	2	2	0	1	0
28053	ENSMUSG00000085634|Gm15290	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28054	ENSMUSG00000085635|Gm14565	2494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28055	ENSMUSG00000085636|Gm11769	1657	6	4	5	5	1	4	2	12	9	7	5	4	4	6	6	4	4	7	2	1	3	6	6	5
28056	ENSMUSG00000085637|Gm15980	1107	150	129	140	139	122	151	189	135	121	155	101	117	147	129	120	118	83	135	111	98	100	118	143	126
28057	ENSMUSG00000085638|Gm15521	835	2	0	2	3	3	7	1	2	0	3	3	3	1	2	1	3	2	0	0	1	0	3	1	2
28058	ENSMUSG00000085639|Gm15410	544	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
28059	ENSMUSG00000085640|Gm14064	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28060	ENSMUSG00000085641|4930465M20Rik	1603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
28061	ENSMUSG00000085642|3110053B16Rik	3335	91	80	103	96	70	125	75	96	84	85	102	79	90	36	61	68	62	88	56	36	61	56	87	86
28062	ENSMUSG00000085643|Gm12519	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28063	ENSMUSG00000085645|0610040B09Rik	5484	1	2	2	2	2	0	4	6	2	3	4	0	3	0	2	3	1	2	1	1	3	1	0	1
28064	ENSMUSG00000085646|Gm11493	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28065	ENSMUSG00000085648|Gm13173	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28066	ENSMUSG00000085649|A730032A03Rik	3787	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
28067	ENSMUSG00000085651|Gm11695	637	50	54	33	43	27	107	43	78	37	67	41	46	92	62	54	36	60	73	79	34	40	22	58	55
28068	ENSMUSG00000085652|Gm11999	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
28069	ENSMUSG00000085653|Gm15179	1015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28070	ENSMUSG00000085654|Gm12536	1096	1	3	0	3	0	3	2	1	1	2	6	2	1	2	1	1	4	3	3	2	3	5	3	0
28071	ENSMUSG00000085655|Gm15952	1005	30	40	30	33	36	27	33	23	23	47	44	22	16	36	32	30	22	28	17	15	34	18	37	42
28072	ENSMUSG00000085656|Gm13180	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28073	ENSMUSG00000085657|Gm15984	1677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
28074	ENSMUSG00000085658|Gm15704	2818	8	5	2	4	7	3	2	3	3	1	0	4	1	2	3	1	3	2	0	2	0	0	3	2
28075	ENSMUSG00000085659|Gm12325	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28076	ENSMUSG00000085660|Gm12434	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28077	ENSMUSG00000085662|Gm16220	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28078	ENSMUSG00000085663|Gm15718	1214	0	0	0	0	2	0	0	2	0	0	1	0	1	0	1	0	1	0	0	0	1	0	3	1
28079	ENSMUSG00000085664|4930556N08Rik	7924	0	0	2	1	1	1	0	1	1	0	0	0	2	1	1	2	0	3	0	2	3	1	0	4
28080	ENSMUSG00000085665|Gm12059	3105	9	13	23	23	12	18	12	19	12	22	25	7	18	11	11	11	15	19	8	6	13	12	11	16
28081	ENSMUSG00000085666|Gm9855	2854	1	3	2	5	2	1	4	2	0	0	1	2	1	3	2	2	1	2	1	3	4	3	3	0
28082	ENSMUSG00000085667|Gm12992	5873	60	53	42	46	36	46	47	54	38	58	27	54	72	37	49	62	29	52	50	63	35	77	58	45
28083	ENSMUSG00000085668|Gm13447	712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28084	ENSMUSG00000085669|Gm14817	1193	2	2	9	3	3	3	5	3	0	4	1	5	4	1	4	2	4	5	1	0	3	1	3	0
28085	ENSMUSG00000085672|Gm16193	1201	2	0	0	0	0	1	0	2	1	0	0	0	2	0	2	0	0	3	1	1	1	2	1	1
28086	ENSMUSG00000085673|Gm16122	1158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28087	ENSMUSG00000085674|Gm12845	1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28088	ENSMUSG00000085675|Gm12022	1340	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
28089	ENSMUSG00000085676|4930555O08Rik	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28090	ENSMUSG00000085677|4930594O21Rik	1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28091	ENSMUSG00000085678|Gm16349	914	9	22	11	13	18	7	7	12	19	16	14	13	10	14	7	13	4	9	8	11	15	17	18	11
28092	ENSMUSG00000085679|Gm16328	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28093	ENSMUSG00000085680|Gm13327	3710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28094	ENSMUSG00000085681|Gm13982	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
28095	ENSMUSG00000085682|Gm14267	604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
28096	ENSMUSG00000085683|9130409J20Rik	1503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28097	ENSMUSG00000085684|4930469K13Rik	5473	1	0	0	1	1	1	3	6	1	4	0	4	3	0	6	6	1	3	0	3	1	8	2	4
28098	ENSMUSG00000085685|Gm15253	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28099	ENSMUSG00000085686|Gm9498	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28100	ENSMUSG00000085687|Gm16153	4837	6	7	4	3	8	4	8	13	4	6	4	7	4	4	8	5	2	6	4	8	5	3	10	2
28101	ENSMUSG00000085688|Gm15395	1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28102	ENSMUSG00000085689|Gm16838	948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28103	ENSMUSG00000085690|Gm12629	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28104	ENSMUSG00000085691|Gm14216	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28105	ENSMUSG00000085693|Gm13371	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28106	ENSMUSG00000085694|Gm14967	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28107	ENSMUSG00000085695|Gm15243	1726	0	1	0	0	2	0	0	1	1	2	0	2	1	0	1	3	1	2	0	0	0	0	0	1
28108	ENSMUSG00000085696|2700086A05Rik	14822	7	19	16	12	17	10	8	15	9	16	7	6	2	9	19	17	5	12	11	9	9	14	11	7
28109	ENSMUSG00000085698|Gm16022	530	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28110	ENSMUSG00000085699|Gm14298	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28111	ENSMUSG00000085700|Hbb-bh0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28112	ENSMUSG00000085701|Gm12968	2458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
28113	ENSMUSG00000085702|Gm16722	6167	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0
28114	ENSMUSG00000085704|4921531C22Rik	2559	63	76	90	96	59	80	46	89	59	124	122	61	72	53	75	90	64	82	86	61	70	48	82	76
28115	ENSMUSG00000085705|Gm16046	1155	0	3	0	0	0	0	0	0	0	1	2	5	0	0	0	0	1	1	1	0	2	0	0	0
28116	ENSMUSG00000085706|Gm9428	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28117	ENSMUSG00000085707|Gm12212	628	0	2	0	1	1	5	0	5	2	7	0	2	5	5	3	3	3	2	5	2	3	3	5	4
28118	ENSMUSG00000085708|Gm16063	1921	7	9	7	8	8	29	9	2	4	5	7	24	10	10	5	1	1	7	9	6	3	2	6	13
28119	ENSMUSG00000085709|Gm14211	408	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	1	0	1	0	0	0	1
28120	ENSMUSG00000085710|Gm12676	808	0	1	0	1	4	11	0	1	1	2	1	5	7	0	1	3	2	9	3	0	4	2	3	2
28121	ENSMUSG00000085711|Gm15163	2380	263	227	330	317	332	334	320	277	287	369	299	250	269	244	287	246	146	242	189	201	234	228	274	250
28122	ENSMUSG00000085712|Gm15124	953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
28123	ENSMUSG00000085713|Gm15736	420	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
28124	ENSMUSG00000085714|Gm13008	3662	6	8	6	4	5	3	7	14	13	13	2	16	16	2	15	20	5	18	11	17	11	21	20	13
28125	ENSMUSG00000085715|Tsix	19740	17	27	20	31	26	22	21	41	35	41	34	51	47	17	37	48	20	34	19	38	24	63	43	39
28126	ENSMUSG00000085716|Gm13388	425	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
28127	ENSMUSG00000085717|4930546G22Rik	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28128	ENSMUSG00000085718|Rpl9-ps3	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
28129	ENSMUSG00000085719|4933424L21Rik	1462	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	2	2	1	0	1	0
28130	ENSMUSG00000085720|Gm7854	351	0	3	3	3	2	1	1	2	4	5	1	0	0	3	2	4	1	2	0	1	3	2	4	6
28131	ENSMUSG00000085721|Gm12796	344	0	2	1	1	0	1	0	0	0	0	3	0	0	0	1	2	0	0	0	0	0	1	1	0
28132	ENSMUSG00000085722|Gm4916	1578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28133	ENSMUSG00000085723|Gm15915	1187	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0
28134	ENSMUSG00000085724|Gm13096	251	13	18	12	16	15	11	9	11	10	14	9	12	13	5	9	3	5	1	1	5	4	11	6	12
28135	ENSMUSG00000085725|Gm15873	1070	0	0	1	0	0	0	1	1	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0
28136	ENSMUSG00000085728|Gm14339	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28137	ENSMUSG00000085730|Gm13307	4142	0	0	1	5	0	0	1	0	0	2	2	1	2	0	0	1	0	1	0	1	2	0	0	0
28138	ENSMUSG00000085731|Gm16229	1277	1	3	1	1	2	3	2	6	1	1	5	7	2	2	8	12	6	3	5	4	3	0	5	3
28139	ENSMUSG00000085732|Gm4279	2329	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
28140	ENSMUSG00000085733|Gm11641	923	5	1	0	2	2	2	4	3	0	5	2	0	3	0	2	0	3	5	1	1	2	2	2	3
28141	ENSMUSG00000085734|Gm11684	757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0
28142	ENSMUSG00000085735|4930550G17Rik	667	2	3	3	3	2	2	1	1	3	3	2	2	2	1	1	0	3	0	1	1	2	1	0	1
28143	ENSMUSG00000085737|Gm13442	858	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28144	ENSMUSG00000085738|Gm12335	327	0	1	1	1	0	1	0	0	1	2	3	2	0	1	1	0	1	1	0	0	0	2	2	1
28145	ENSMUSG00000085739|Gm15862	1596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28146	ENSMUSG00000085740|4930505K14Rik	515	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28147	ENSMUSG00000085741|5430405H02Rik	4381	102	133	112	144	125	169	125	124	110	140	142	119	110	71	100	99	104	134	96	129	91	90	113	87
28148	ENSMUSG00000085742|Gm13536	766	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2	2	0
28149	ENSMUSG00000085743|8430419K02Rik	2587	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
28150	ENSMUSG00000085744|Gm12259	328	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0
28151	ENSMUSG00000085745|Gm14372	2580	1	0	1	0	0	0	0	2	1	1	0	0	0	2	4	0	0	1	0	0	0	3	1	0
28152	ENSMUSG00000085747|Gm11194	5126	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	1	2	4	0	0	1
28153	ENSMUSG00000085748|Gm12280	1624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
28154	ENSMUSG00000085749|Gm12843	891	2	1	6	5	3	13	3	3	4	6	13	2	7	3	3	2	1	5	6	1	0	2	0	7
28155	ENSMUSG00000085750|Gm14009	961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
28156	ENSMUSG00000085751|Gm15412	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28157	ENSMUSG00000085753|Gm16131	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28158	ENSMUSG00000085754|Gm15886	1774	3	1	0	0	2	1	1	2	2	3	2	3	3	0	5	2	3	5	3	2	3	7	3	4
28159	ENSMUSG00000085755|Gm13496	1432	0	0	0	1	0	2	3	4	2	0	1	0	0	0	0	0	1	1	1	0	0	0	2	0
28160	ENSMUSG00000085756|Gm15279	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28161	ENSMUSG00000085757|1700019B21Rik	778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28162	ENSMUSG00000085759|1700061E18Rik	588	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
28163	ENSMUSG00000085760|Gm14302	479	2	2	6	1	1	2	5	0	2	2	0	4	5	1	4	2	0	3	5	0	0	2	3	4
28164	ENSMUSG00000085761|4930455G09Rik	630	9	7	9	4	6	5	3	9	8	1	5	2	3	1	5	6	6	4	2	1	9	4	9	6
28165	ENSMUSG00000085762|4930443B20Rik	1622	15	8	13	12	14	7	14	4	12	12	15	14	14	8	4	8	8	6	12	11	9	5	14	5
28166	ENSMUSG00000085763|2700081L22Rik	626	3	0	4	0	0	0	1	0	5	0	4	0	2	0	2	5	0	1	2	0	0	0	1	1
28167	ENSMUSG00000085765|Gm12333	2669	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
28168	ENSMUSG00000085766|2810430I11Rik	3817	1	3	6	3	2	2	3	2	3	4	0	6	3	3	1	1	3	8	0	0	2	7	2	5
28169	ENSMUSG00000085767|Gm13563	4093	11	16	17	17	20	13	13	24	12	38	18	23	10	9	15	22	5	23	7	20	15	15	17	13
28170	ENSMUSG00000085768|Gm13707	600	0	0	2	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0
28171	ENSMUSG00000085770|Gm11381	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28172	ENSMUSG00000085771|C230066G23Rik	650	7	4	1	3	3	2	2	6	1	2	3	3	6	2	3	5	6	5	3	4	5	7	2	4
28173	ENSMUSG00000085772|D630024D03Rik	1567	13	7	20	28	33	26	7	5	12	12	48	27	19	9	14	37	47	56	26	12	15	12	46	51
28174	ENSMUSG00000085773|Gm16233	2134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28175	ENSMUSG00000085774|Gm13055	1961	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
28176	ENSMUSG00000085775|Gm14364	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28177	ENSMUSG00000085776|5430402O13Rik	3039	25	22	35	41	43	39	12	41	26	29	31	38	31	27	39	27	34	40	24	42	20	17	45	42
28178	ENSMUSG00000085779|2310050B05Rik	8231	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	5	0	0	0	0	2	0
28179	ENSMUSG00000085781|Gm15640	527	1	1	1	1	0	0	0	0	0	2	1	3	2	1	1	1	1	3	1	1	3	2	2	0
28180	ENSMUSG00000085782|Gm15624	2071	1	1	0	1	1	0	0	0	2	0	0	1	1	0	0	3	0	2	1	0	0	0	2	0
28181	ENSMUSG00000085783|Gm9816	1858	111	94	104	120	118	85	86	102	93	111	91	101	69	81	119	115	78	127	96	118	89	74	101	98
28182	ENSMUSG00000085784|Gm12158	631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28183	ENSMUSG00000085785|4933425H06Rik	1240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
28184	ENSMUSG00000085786|Gm15987	2378	4	1	4	4	12	4	1	4	11	3	5	4	2	0	3	7	10	3	1	3	4	2	2	3
28185	ENSMUSG00000085787|Gm13092	339	17	14	28	20	17	22	21	23	17	18	25	22	17	12	22	27	11	25	24	11	22	16	23	21
28186	ENSMUSG00000085788|4930470G03Rik	5071	2	5	5	6	2	1	5	1	5	5	4	12	10	2	6	8	5	8	6	6	11	16	3	10
28187	ENSMUSG00000085790|Gm12729	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
28188	ENSMUSG00000085791|Rpl30-ps9	348	1	3	4	3	1	0	0	5	4	1	3	0	4	5	1	1	2	2	1	1	1	3	5	3
